Estimator,Permuted,ev,fold,imputation_strategy,mae,model_testing,mse,r2_score,target,variable,visit
RandomForest,no,0.514548367048437,5,median,4.153679097589096,generalization,26.551418249288503,0.5143895254178851,Age,Education (EDU),third
RandomForest,no,0.5118533799664937,6,median,4.52637418645558,validation,29.83629388376903,0.5116954207187219,Age,Education (EDU),third
RandomForest,no,0.5145725495635247,6,median,4.160291094737777,generalization,26.54755182227127,0.5144602401887929,Age,Education (EDU),third
RandomForest,no,0.5164043543859175,7,median,4.0599024247263,validation,25.738044556040286,0.5164034612464243,Age,Education (EDU),third
RandomForest,no,0.5171258241228199,7,median,4.1471685380824574,generalization,26.40412845205573,0.5170833727922046,Age,Education (EDU),third
RandomForest,no,0.4764002338922173,8,median,4.132332541567696,validation,27.19913098337292,0.4760543171140042,Age,Education (EDU),third
RandomForest,no,0.5178982724306347,8,median,4.145044022131343,generalization,26.360614323791193,0.5178792216722596,Age,Education (EDU),third
RandomForest,no,0.5412417789860821,9,median,3.9501404726155593,validation,23.983144696989626,0.5412417059373851,Age,Education (EDU),third
RandomForest,no,0.5131612554587963,9,median,4.1622290024933175,generalization,26.62494280901673,0.5130448026611625,Age,Education (EDU),third
RandomForest,no,0.4809847679177024,10,median,4.452318657043612,validation,29.893102824759783,0.4786023434908344,Age,Education (EDU),third
