Estimator,Permuted,ev,fold,mae,modality,model_testing,mse,r2_score,target
RandomForest,no,0.3750708984442017,69,4.473152210202794,"dMRI, fMRI",validation,30.010599539239003,0.3707396867204983,Age
RandomForest,no,0.42002497308046016,69,4.365894068948477,"dMRI, fMRI",generalization,28.67745458961039,0.4200249364694434,Age
RandomForest,no,0.4054819570916765,70,4.579095428248733,"dMRI, fMRI",validation,31.84598449739647,0.4019743475013587,Age
RandomForest,no,0.4144213693116648,70,4.386729753821425,"dMRI, fMRI",generalization,28.961662862593442,0.4142770863363645,Age
RandomForest,no,0.35659456744742796,71,4.753226224381802,"dMRI, fMRI",validation,33.21666425902747,0.35598991273019365,Age
RandomForest,no,0.4134671466527485,71,4.388187961823571,"dMRI, fMRI",generalization,29.00602462158483,0.4133799106854029,Age
RandomForest,no,0.4278180758641405,72,4.4212568578553615,"dMRI, fMRI",validation,28.272482513715712,0.4276482865885761,Age
RandomForest,no,0.4207495925073285,72,4.3679610778443125,"dMRI, fMRI",generalization,28.64287938123752,0.4207241881624406,Age
RandomForest,no,0.4292359821313707,73,4.325111299800424,"dMRI, fMRI",validation,28.088725416876144,0.42621417366226577,Age
RandomForest,no,0.415731520534238,73,4.377842743315568,"dMRI, fMRI",generalization,28.89394890162221,0.41564653872947976,Age
RandomForest,no,0.347846474347401,74,4.456379052369077,"dMRI, fMRI",validation,30.97510759102245,0.3430314248170422,Age
RandomForest,no,0.4161218696060948,74,4.37477245508982,"dMRI, fMRI",generalization,28.87669330938124,0.4159955171639131,Age
RandomForest,no,0.4169471665940476,75,4.530658160594191,"dMRI, fMRI",validation,29.92477136443377,0.4169066979384101,Age
RandomForest,no,0.41660147953584703,75,4.384291530245679,"dMRI, fMRI",generalization,28.849716827205445,0.41654109162955655,Age
RandomForest,no,0.3999488055370991,76,4.76,"dMRI, fMRI",validation,33.006166024937656,0.3973971611721828,Age
RandomForest,no,0.4155661420783899,76,4.380942115768463,"dMRI, fMRI",generalization,28.90685916167665,0.4153854406298605,Age
RandomForest,no,0.4332910244258725,77,4.267441396508728,"dMRI, fMRI",validation,27.394037346633414,0.4200881205861746,Age
RandomForest,no,0.4181594643652463,77,4.366756487025948,"dMRI, fMRI",generalization,28.76997726946108,0.4181537506235468,Age
RandomForest,no,0.398529219718116,78,4.363043701732777,"dMRI, fMRI",validation,28.47724170358584,0.3978571206484247,Age
RandomForest,no,0.4130367026778983,78,4.396720717054542,"dMRI, fMRI",generalization,29.023713516394192,0.4130221691062544,Age
RandomForest,no,0.4787576968892181,79,4.035269193095122,"dMRI, fMRI",validation,25.187648816753374,0.4777601062141483,Age
RandomForest,no,0.4139211245091601,79,4.397249196179195,"dMRI, fMRI",generalization,28.97961375469824,0.4139140461036137,Age
RandomForest,no,0.4097867209539433,80,4.595523956392277,"dMRI, fMRI",validation,29.828379493570928,0.4087002404501633,Age
RandomForest,no,0.4137492391974164,80,4.386932961796081,"dMRI, fMRI",generalization,28.98823862812319,0.4137396159952181,Age
RandomForest,no,0.4132637240660904,81,4.324061219072277,"dMRI, fMRI",validation,27.337657686307672,0.413172154820622,Age
RandomForest,no,0.4156085131467564,81,4.386403194654728,"dMRI, fMRI",generalization,28.897480013701234,0.41557512524520535,Age
RandomForest,no,0.3913381731661347,82,4.3566084788029915,"dMRI, fMRI",validation,29.91368690274314,0.3889168531642443,Age
RandomForest,no,0.4160197910339455,82,4.372561876247506,"dMRI, fMRI",generalization,28.88281423952096,0.4158717269985217,Age
RandomForest,no,0.4386704009956035,83,4.282252397744184,"dMRI, fMRI",validation,27.88244809607732,0.43712685165224896,Age
RandomForest,no,0.4150748579131438,83,4.386402268661445,"dMRI, fMRI",generalization,28.92740071397497,0.4149700066846333,Age
RandomForest,no,0.3894362204834548,84,4.200922944750843,"dMRI, fMRI",validation,27.19701421071555,0.3830685898164979,Age
RandomForest,no,0.4173913546378176,84,4.378593522555069,"dMRI, fMRI",generalization,28.80798194594955,0.4173851411016667,Age
RandomForest,no,0.4062123112878504,85,4.172827930174564,"dMRI, fMRI",validation,26.114265456359107,0.40472376477232574,Age
RandomForest,no,0.4184084634999163,85,4.378408183632734,"dMRI, fMRI",generalization,28.75783516566866,0.4183993134714069,Age
RandomForest,no,0.4586520527573821,86,4.24980404838137,"dMRI, fMRI",validation,26.92406503197033,0.4585791526127313,Age
RandomForest,no,0.41258125324724426,86,4.393927815044083,"dMRI, fMRI",generalization,29.046575440023197,0.4125598077914546,Age
RandomForest,no,0.3958915240562898,87,4.285975062344138,"dMRI, fMRI",validation,28.149781985037407,0.3909859053333954,Age
RandomForest,no,0.41937803179198463,87,4.37012375249501,"dMRI, fMRI",generalization,28.709446267465072,0.4193779342978163,Age
RandomForest,no,0.3898750539910577,88,4.509527435418276,"dMRI, fMRI",validation,30.056323638864626,0.3853566561951869,Age
RandomForest,no,0.4173924384499791,88,4.371042205573532,"dMRI, fMRI",generalization,28.807739645801774,0.4173900413986285,Age
RandomForest,no,0.4234156221570912,89,4.427406504752496,"dMRI, fMRI",validation,29.70087408204452,0.4185859632151836,Age
RandomForest,no,0.4174496844782037,89,4.378742128228147,"dMRI, fMRI",generalization,28.80479087108149,0.4174496776470408,Age
RandomForest,no,0.4226503763819953,90,4.102054862842893,"dMRI, fMRI",validation,25.599636947630927,0.4197209689979151,Age
RandomForest,no,0.4186724863715747,90,4.373330339321358,"dMRI, fMRI",generalization,28.744379445109782,0.41867144300653,Age
RandomForest,no,0.3652477103909444,91,4.688333880655468,"dMRI, fMRI",validation,31.863994540268003,0.3632413926634603,Age
RandomForest,no,0.4149824225407021,91,4.38194705354631,"dMRI, fMRI",generalization,28.9401692312015,0.4147117752029476,Age
RandomForest,no,0.3686855561854867,92,4.754783042394013,"dMRI, fMRI",validation,32.917479221945136,0.36754035209600205,Age
RandomForest,no,0.4155437869812145,92,4.379308383233534,"dMRI, fMRI",generalization,28.902016155688624,0.4154833859581951,Age
RandomForest,no,0.4398245525433056,93,4.270007466204253,"dMRI, fMRI",validation,26.95144696375675,0.4393062396118491,Age
RandomForest,no,0.4142740604476046,93,4.380808583678453,"dMRI, fMRI",generalization,28.962279321562363,0.4142646190224144,Age
RandomForest,no,0.4302918169904119,94,4.447660847880299,"dMRI, fMRI",validation,30.01248454862843,0.4297301451206148,Age
RandomForest,no,0.4192434400897776,94,4.366048902195609,"dMRI, fMRI",generalization,28.717443477045908,0.4192161981116349,Age
RandomForest,no,0.3640468106261152,95,4.405785536159602,"dMRI, fMRI",validation,31.115403650872818,0.3638961546018029,Age
RandomForest,no,0.4152501409691571,95,4.3836556886227545,"dMRI, fMRI",generalization,28.915013512974053,0.415220526397428,Age
RandomForest,no,0.3898168359659204,96,4.06575002285465,"dMRI, fMRI",validation,26.11091820330464,0.3886673829289502,Age
RandomForest,no,0.41626919805935614,96,4.376357705470877,"dMRI, fMRI",generalization,28.863681991312514,0.41625865906864346,Age
RandomForest,no,0.4180987324821045,97,4.267224158062172,"dMRI, fMRI",validation,27.461442264586328,0.4145938629131316,Age
RandomForest,no,0.41443937400887854,97,4.374961245082012,"dMRI, fMRI",generalization,28.955433184386997,0.4144030758310831,Age
RandomForest,no,0.3862257298668679,98,4.321735660847882,"dMRI, fMRI",validation,28.982035870324193,0.3857262228844296,Age
RandomForest,no,0.413412627922114,98,4.391912175648701,"dMRI, fMRI",generalization,29.005295305389215,0.4133946604326498,Age
RandomForest,no,0.4510194786244861,99,4.3862156902334615,"dMRI, fMRI",validation,29.28904116789623,0.4509055598116593,Age
RandomForest,no,0.4148544107181119,99,4.383351130889606,"dMRI, fMRI",generalization,28.939173795526727,0.4147319069711598,Age
RandomForest,no,0.41637687247387023,0,4.2922352941176465,"sMRI, fMRI",validation,28.488375341176468,0.4149982542191599,Age
RandomForest,no,0.4463935962328044,0,4.297531714218345,"sMRI, fMRI",generalization,27.71938405470408,0.4462418294429531,Age
RandomForest,no,0.3973695841791107,1,4.383275294117647,"sMRI, fMRI",validation,28.841385298823532,0.3961410780187815,Age
RandomForest,no,0.44717753310568775,1,4.283418061777883,"sMRI, fMRI",generalization,27.678042574864417,0.4470677201697799,Age
RandomForest,no,0.44777713934063895,2,4.234502454335889,"sMRI, fMRI",validation,27.416566717704484,0.4471355598417618,Age
RandomForest,no,0.4471696698432692,2,4.2926512357518405,"sMRI, fMRI",generalization,27.679991754048423,0.447028780852193,Age
RandomForest,no,0.3977824078642377,3,4.4314897356425,"sMRI, fMRI",validation,30.326130764823304,0.3971918509726961,Age
RandomForest,no,0.4482620907640397,3,4.277793435541939,"sMRI, fMRI",generalization,27.618379412639012,0.4482596284567168,Age
RandomForest,no,0.3986965189588276,4,4.349829501347896,"sMRI, fMRI",validation,28.689038916262987,0.3984144976267244,Age
RandomForest,no,0.44698325200974975,4,4.279597673183123,"sMRI, fMRI",generalization,27.6856792628277,0.4469151598406138,Age
RandomForest,no,0.4551236068653817,5,4.11424258786472,"sMRI, fMRI",validation,25.682049560559953,0.4542387256484868,Age
RandomForest,no,0.445465118507322,5,4.283046391167081,"sMRI, fMRI",generalization,27.759906699048447,0.4454322968301797,Age
RandomForest,no,0.4342381212961473,6,4.311633552640538,"sMRI, fMRI",validation,28.53891513465949,0.4311522367055617,Age
RandomForest,no,0.44590813940021057,6,4.292282507841203,"sMRI, fMRI",generalization,27.74332334796947,0.44576358724186704,Age
RandomForest,no,0.4284704683727333,7,4.706418823529412,"sMRI, fMRI",validation,31.76984624941176,0.4269006911632848,Age
RandomForest,no,0.44347885626390215,7,4.293171421834471,"sMRI, fMRI",generalization,27.85855832115067,0.4434615047783073,Age
RandomForest,no,0.475137273340793,8,3.7987607496090843,"sMRI, fMRI",validation,22.76406321720031,0.4700248867541237,Age
RandomForest,no,0.4489818957115952,8,4.2852805380240335,"sMRI, fMRI",generalization,27.588286468458943,0.4488608039259461,Age
RandomForest,no,0.4373176725891683,9,4.333828976051488,"sMRI, fMRI",validation,27.436935765322318,0.4372250144661204,Age
RandomForest,no,0.4485158784779273,9,4.276618079707929,"sMRI, fMRI",generalization,27.609700201624555,0.4484330155710826,Age
RandomForest,no,0.3995924412215927,10,4.44944,"sMRI, fMRI",validation,29.744313712941175,0.3969612088507598,Age
RandomForest,no,0.4484175194489515,10,4.282201367601981,"sMRI, fMRI",generalization,27.61645069370432,0.4482981590339724,Age
RandomForest,no,0.4926265317155509,11,4.23725244049531,"sMRI, fMRI",validation,26.80732311532031,0.4918729502382211,Age
RandomForest,no,0.4460637140418727,11,4.298378767381402,"sMRI, fMRI",generalization,27.729195621531684,0.4460458209282606,Age
RandomForest,no,0.34848277494965263,12,4.4726494117647055,"sMRI, fMRI",validation,30.641117327058826,0.34727254383593753,Age
RandomForest,no,0.44903477142110493,12,4.282471115302994,"sMRI, fMRI",generalization,27.583311037962748,0.4489601995432465,Age
RandomForest,no,0.5189885661168683,13,3.8918305882352944,"sMRI, fMRI",validation,23.50365978352941,0.5182087885120445,Age
RandomForest,no,0.4472463853623855,13,4.28975430323037,"sMRI, fMRI",generalization,27.67032714925725,0.44722185346368215,Age
RandomForest,no,0.4647004255554382,14,4.2463058823529405,"sMRI, fMRI",validation,27.12860318117648,0.459973780674216,Age
RandomForest,no,0.4438406872385664,14,4.299468049988211,"sMRI, fMRI",generalization,27.849786601273284,0.4436367399690443,Age
RandomForest,no,0.392414346185374,15,4.399811764705882,"sMRI, fMRI",validation,29.767525195294123,0.3900547082692864,Age
RandomForest,no,0.4490954356492072,15,4.278143834001415,"sMRI, fMRI",generalization,27.58427791181325,0.4489408840240575,Age
RandomForest,no,0.4523361668813856,16,4.322387491193107,"sMRI, fMRI",validation,28.391189938916067,0.4523275165170565,Age
RandomForest,no,0.4459598075610644,16,4.293374874816833,"sMRI, fMRI",generalization,27.73443853014573,0.4459410818230633,Age
RandomForest,no,0.4280238412359815,17,4.552348235294118,"sMRI, fMRI",validation,29.687476818823534,0.4247264814179472,Age
RandomForest,no,0.4465883587252008,17,4.276863004008488,"sMRI, fMRI",generalization,27.702256607403914,0.4465839894225736,Age
RandomForest,no,0.4450070863308485,18,4.551591620146559,"sMRI, fMRI",validation,31.776708424994478,0.4436848609107824,Age
RandomForest,no,0.4487220120290801,18,4.2705482575356735,"sMRI, fMRI",generalization,27.595932975958746,0.44870804742905257,Age
RandomForest,no,0.4707770600898689,19,4.113119999999999,"sMRI, fMRI",validation,25.968068178823533,0.4591904515998706,Age
RandomForest,no,0.4491481643919759,19,4.29330440933742,"sMRI, fMRI",generalization,27.586714152322564,0.44889221454118544,Age
RandomForest,no,0.4932059712316565,20,4.193543529411763,"sMRI, fMRI",validation,26.47168459294117,0.4919544829620413,Age
RandomForest,no,0.4474630938123887,20,4.28869417590191,"sMRI, fMRI",generalization,27.659422702192877,0.4474396947636686,Age
RandomForest,no,0.4820697758765534,21,4.4154142409611,"sMRI, fMRI",validation,28.218341905568,0.481304234317254,Age
RandomForest,no,0.4455232383842124,21,4.296634093555781,"sMRI, fMRI",generalization,27.755757127451076,0.4455151940248584,Age
RandomForest,no,0.409882487298792,22,4.417063529411765,"sMRI, fMRI",validation,29.72797872941177,0.4096922751008651,Age
RandomForest,no,0.4481467496843122,22,4.289424192407451,"sMRI, fMRI",generalization,27.62718735392596,0.44808366966038105,Age
RandomForest,no,0.35668035881545457,23,4.554385121743149,"sMRI, fMRI",validation,31.963082952616524,0.3563230287406645,Age
RandomForest,no,0.4467091227321581,23,4.281886565873542,"sMRI, fMRI",generalization,27.701461785329727,0.4465998678135527,Age
RandomForest,no,0.3746974962728975,24,4.312351498845101,"sMRI, fMRI",validation,29.96781655166197,0.3745440907484432,Age
RandomForest,no,0.44913911841439946,24,4.281089343776942,"sMRI, fMRI",generalization,27.57764355434029,0.4490734205064626,Age
RandomForest,no,0.4319748580504491,25,4.3026773786535335,"sMRI, fMRI",validation,29.46219919370017,0.4317346275867373,Age
RandomForest,no,0.4452522346246661,25,4.292356367368069,"sMRI, fMRI",generalization,27.772112399282555,0.4451884600184141,Age
RandomForest,no,0.4577341042677597,26,4.208894117647058,"sMRI, fMRI",validation,26.85112933647059,0.4577323756447972,Age
RandomForest,no,0.4413940398626464,26,4.311142655034189,"sMRI, fMRI",generalization,27.96351159820797,0.4413648227386732,Age
RandomForest,no,0.4425476142229793,27,4.147877647058824,"sMRI, fMRI",validation,26.010630324705886,0.4414484789473646,Age
RandomForest,no,0.4460239430499857,27,4.296590426786136,"sMRI, fMRI",generalization,27.737380549870316,0.4458823082421925,Age
RandomForest,no,0.4140059505468462,28,4.3474523578638635,"sMRI, fMRI",validation,28.472314215399237,0.413901209147204,Age
RandomForest,no,0.4480648946767276,28,4.285719438451603,"sMRI, fMRI",generalization,27.631434078704963,0.4479988316084301,Age
RandomForest,no,0.372132475277834,29,4.369854130100311,"sMRI, fMRI",validation,30.026351821516624,0.3710888315549169,Age
RandomForest,no,0.4485931463811609,29,4.276179316556962,"sMRI, fMRI",generalization,27.60241051949984,0.4485786436640216,Age
RandomForest,no,0.4532179101117018,30,3.994138819947913,"sMRI, fMRI",validation,24.769451190716534,0.4508715734785406,Age
RandomForest,no,0.4486234003324517,30,4.283651404579446,"sMRI, fMRI",generalization,27.608681295084793,0.4484533705623882,Age
RandomForest,no,0.43664778601927656,31,4.1721913958457835,"sMRI, fMRI",validation,26.81141199531139,0.4365712118143023,Age
RandomForest,no,0.4465771371108728,31,4.284836446511043,"sMRI, fMRI",generalization,27.70355067433196,0.4465581374724279,Age
RandomForest,no,0.4121963599311961,32,4.56948705882353,"sMRI, fMRI",validation,31.61572615529411,0.4120209071568911,Age
RandomForest,no,0.4474283027350873,32,4.279358641829757,"sMRI, fMRI",generalization,27.666128335769862,0.4473057343778719,Age
RandomForest,no,0.4586203797456873,33,4.151444705882353,"sMRI, fMRI",validation,26.64718362352941,0.4569163200613453,Age
RandomForest,no,0.4483224066513764,33,4.277160103749116,"sMRI, fMRI",generalization,27.61624679839661,0.4483022323096397,Age
RandomForest,no,0.4312613469269008,34,4.450459378629555,"sMRI, fMRI",validation,29.37968360629127,0.4241233805881842,Age
RandomForest,no,0.4450939067328372,34,4.284890381950393,"sMRI, fMRI",generalization,27.7781746241847,0.44506735319422586,Age
RandomForest,no,0.4389961855234872,35,4.2051097738461785,"sMRI, fMRI",validation,26.790666588299715,0.4387145477934622,Age
RandomForest,no,0.4495725941941805,35,4.277005808286547,"sMRI, fMRI",generalization,27.555444639135477,0.4495168946705318,Age
RandomForest,no,0.4324094605492789,36,4.469748165295882,"sMRI, fMRI",validation,29.427634183253602,0.430781917402332,Age
RandomForest,no,0.4485403635652631,36,4.272283467795558,"sMRI, fMRI",generalization,27.605343679909357,0.4485200470682559,Age
RandomForest,no,0.3953635618244072,37,4.571717647058824,"sMRI, fMRI",validation,30.552019087058824,0.3946572300859542,Age
RandomForest,no,0.44724348375933387,37,4.285814666352275,"sMRI, fMRI",generalization,27.674453289318556,0.4471394243675918,Age
RandomForest,no,0.4086718274316732,38,4.281298823529412,"sMRI, fMRI",validation,28.05038893176471,0.4086705840254505,Age
RandomForest,no,0.4506006244729188,38,4.270397547748173,"sMRI, fMRI",generalization,27.50266238717284,0.4505713410185108,Age
RandomForest,no,0.3945976347039271,39,4.181727937352609,"sMRI, fMRI",validation,27.73077704805437,0.3941641350119912,Age
RandomForest,no,0.4501140421237109,39,4.2717905836411925,"sMRI, fMRI",generalization,27.529986838307362,0.45002547253738345,Age
RandomForest,no,0.4494911635111798,40,4.215208399902609,"sMRI, fMRI",validation,27.826337914664606,0.44943691060997903,Age
RandomForest,no,0.4449482787220997,40,4.281379365844485,"sMRI, fMRI",generalization,27.784985218531574,0.4449312959767029,Age
RandomForest,no,0.4349927430712609,41,4.315862160604117,"sMRI, fMRI",validation,28.70518316263205,0.4327516178459688,Age
RandomForest,no,0.4487570905627312,41,4.277457458480488,"sMRI, fMRI",generalization,27.59373160446224,0.4487520248655719,Age
RandomForest,no,0.3687030869111708,42,4.402455172064516,"sMRI, fMRI",validation,29.809235877833338,0.36526904213732747,Age
RandomForest,no,0.4480363790458784,42,4.277645720153188,"sMRI, fMRI",generalization,27.643480648341487,0.4477581737947413,Age
RandomForest,no,0.4418607184388257,43,4.328510752053962,"sMRI, fMRI",validation,28.18568015053944,0.4415273976194849,Age
RandomForest,no,0.44806681544860427,43,4.275726786040022,"sMRI, fMRI",generalization,27.628787414202215,0.4480517047924168,Age
RandomForest,no,0.40868522625408893,44,4.524636753707881,"sMRI, fMRI",validation,31.458469750335336,0.4080221211768492,Age
RandomForest,no,0.4492102438086877,44,4.2762882808127065,"sMRI, fMRI",generalization,27.571928642896967,0.44918758894900457,Age
RandomForest,no,0.3979026047758096,45,4.435152941176471,"sMRI, fMRI",validation,30.299718362352944,0.3971208117369668,Age
RandomForest,no,0.4480520975009623,45,4.27897948597029,"sMRI, fMRI",generalization,27.629161031832112,0.44804424092472,Age
RandomForest,no,0.4021694809679187,46,4.275787404879943,"sMRI, fMRI",validation,27.76647188219933,0.4021591726883323,Age
RandomForest,no,0.4454483375882163,46,4.27786565336735,"sMRI, fMRI",generalization,27.762327801220774,0.4453839297702539,Age
RandomForest,no,0.4313496549799976,47,4.291426168304893,"sMRI, fMRI",validation,28.632727797745034,0.4312584488915685,Age
RandomForest,no,0.4489588012239061,47,4.280842600915084,"sMRI, fMRI",generalization,27.58530107422532,0.4489204440119573,Age
RandomForest,no,0.43192329058751056,48,4.302817833936796,"sMRI, fMRI",validation,27.899479540366865,0.43000918755109496,Age
RandomForest,no,0.4420159027154079,48,4.304399562297614,"sMRI, fMRI",generalization,27.939709427071556,0.44184032561123976,Age
RandomForest,no,0.44639133881138027,49,4.080693382371036,"sMRI, fMRI",validation,25.66897374461328,0.4462671414945231,Age
RandomForest,no,0.4485062804611104,49,4.280182406920968,"sMRI, fMRI",generalization,27.608950779436196,0.448447986995382,Age
RandomForest,no,0.4495368125464769,50,4.373656470588236,"sMRI, fMRI",validation,28.150018974117646,0.4488220032945387,Age
RandomForest,no,0.4473181039473889,50,4.288497995755718,"sMRI, fMRI",generalization,27.66968083376562,0.4472347650956123,Age
RandomForest,no,0.4496669436181751,51,3.997835294117648,"sMRI, fMRI",validation,24.525339030588235,0.4470966403854194,Age
RandomForest,no,0.4501377830841557,51,4.280180146191936,"sMRI, fMRI",generalization,27.53049366470173,0.4500153475195844,Age
RandomForest,no,0.4427182268633367,52,4.16169448353021,"sMRI, fMRI",validation,27.150009441711134,0.44131334359925395,Age
RandomForest,no,0.4493589594104418,52,4.2725465419767135,"sMRI, fMRI",generalization,27.564153977342187,0.449342905696513,Age
RandomForest,no,0.3378132173086633,53,4.682409680320231,"sMRI, fMRI",validation,32.60118540157417,0.3368083091182963,Age
RandomForest,no,0.44864372157385995,53,4.277802981480605,"sMRI, fMRI",generalization,27.60009847046165,0.4486248321378743,Age
RandomForest,no,0.4344279185490148,54,4.279576470588236,"sMRI, fMRI",validation,28.530396197647057,0.4343897999462192,Age
RandomForest,no,0.4466533505988588,54,4.291473709030889,"sMRI, fMRI",generalization,27.70270801414761,0.446574971539201,Age
RandomForest,no,0.39571368438486265,55,4.443935401230203,"sMRI, fMRI",validation,30.68992001397605,0.3908685331699833,Age
RandomForest,no,0.4448251232675025,55,4.2786725549126,"sMRI, fMRI",generalization,27.79249887768373,0.4447811934297605,Age
RandomForest,no,0.3928888437666862,56,4.600790588235293,"sMRI, fMRI",validation,31.17109669647059,0.38445069040870894,Age
RandomForest,no,0.4451867920786805,56,4.300044329167649,"sMRI, fMRI",generalization,27.781904343315254,0.4449928435139836,Age
RandomForest,no,0.43227561889315136,57,4.0365270588235305,"sMRI, fMRI",validation,25.449845195294113,0.4319016156073129,Age
RandomForest,no,0.44594858321261055,57,4.292343315255836,"sMRI, fMRI",generalization,27.73891213204433,0.445851711381127,Age
RandomForest,no,0.4229544010976885,58,4.397570457637111,"sMRI, fMRI",validation,29.150073316177266,0.4213111234230715,Age
RandomForest,no,0.4487026188304273,58,4.281544556905933,"sMRI, fMRI",generalization,27.60282933599427,0.4485702768455057,Age
RandomForest,no,0.4034381988893228,59,4.836555294117646,"sMRI, fMRI",validation,34.43862144000001,0.39632489000755394,Age
RandomForest,no,0.4449477958316573,59,4.283762320207499,"sMRI, fMRI",generalization,27.78447836642301,0.4449414215082021,Age
RandomForest,no,0.4636772714342059,60,4.079269206462353,"sMRI, fMRI",validation,25.76084042549357,0.4636715209803446,Age
RandomForest,no,0.4447986460439729,60,4.2883500566339325,"sMRI, fMRI",generalization,27.79393808994784,0.4447524418691616,Age
RandomForest,no,0.4448798455193192,61,4.3740845508061446,"sMRI, fMRI",validation,28.27129480316701,0.4440903537699787,Age
RandomForest,no,0.4466393003966186,61,4.292404595548815,"sMRI, fMRI",generalization,27.703556824172807,0.4465580146152745,Age
RandomForest,no,0.4120862035171821,62,4.081835294117647,"sMRI, fMRI",validation,26.138053534117645,0.4115946167950532,Age
RandomForest,no,0.4455130191694662,62,4.288135817024286,"sMRI, fMRI",generalization,27.76157295732139,0.44539900950564615,Age
RandomForest,no,0.3658201271069478,63,4.512192279453903,"sMRI, fMRI",validation,30.16147764421273,0.3625446068221024,Age
RandomForest,no,0.44586191658058383,63,4.280442743571056,"sMRI, fMRI",generalization,27.746670681415747,0.4456967165912856,Age
RandomForest,no,0.442114896759484,64,4.2618455677860565,"sMRI, fMRI",validation,27.82596510341964,0.4360804499713363,Age
RandomForest,no,0.4447092379147579,64,4.289172630018183,"sMRI, fMRI",generalization,27.80644384654693,0.4445026107444121,Age
RandomForest,no,0.389947262040489,65,4.448781176470588,"sMRI, fMRI",validation,29.597928244705876,0.3883797880864769,Age
RandomForest,no,0.4470803270080982,65,4.276579108700778,"sMRI, fMRI",generalization,27.677931842489983,0.4470699323025231,Age
RandomForest,no,0.4504818472266435,66,4.139519999999999,"sMRI, fMRI",validation,26.80698586352941,0.4487292315791536,Age
RandomForest,no,0.4439261518846717,66,4.30012072624381,"sMRI, fMRI",generalization,27.84186464324452,0.4437949992210025,Age
RandomForest,no,0.43910904086854186,67,4.454537493290092,"sMRI, fMRI",validation,29.66302881830769,0.43910803691259215,Age
RandomForest,no,0.4422558136894634,67,4.302802513561423,"sMRI, fMRI",generalization,27.92162433568939,0.44220161672428826,Age
RandomForest,no,0.46989248234590203,68,4.3883133265977765,"sMRI, fMRI",validation,28.002274600059568,0.4691130389693685,Age
RandomForest,no,0.44819110654449856,68,4.282531919348805,"sMRI, fMRI",generalization,27.62239210295339,0.4481794657791076,Age
RandomForest,no,0.4773014973274735,69,4.452946494319473,"sMRI, fMRI",validation,28.646531653118572,0.4766404744973084,Age
RandomForest,no,0.4448645045391396,69,4.29568546018824,"sMRI, fMRI",generalization,27.78892402820027,0.4448526092341693,Age
RandomForest,no,0.40882965320163056,70,4.359557647058823,"sMRI, fMRI",validation,30.103324272941176,0.4085933392458632,Age
RandomForest,no,0.4470536974280358,70,4.287244517802406,"sMRI, fMRI",generalization,27.680752377269517,0.4470135856616157,Age
RandomForest,no,0.4405394881072161,71,4.0930447058823525,"sMRI, fMRI",validation,25.310082334117645,0.4386394804616885,Age
RandomForest,no,0.4509026703670491,71,4.277081820325395,"sMRI, fMRI",generalization,27.491380470643715,0.4507967231354155,Age
RandomForest,no,0.4397590564100289,72,4.228790588235293,"sMRI, fMRI",validation,26.898490691764703,0.4389368421174189,Age
RandomForest,no,0.4483293256450636,72,4.283693468521576,"sMRI, fMRI",generalization,27.61974455081349,0.4482323566956791,Age
RandomForest,no,0.3880090917684637,73,4.2146164705882345,"sMRI, fMRI",validation,28.273327774117647,0.3828523282540717,Age
RandomForest,no,0.4469953389754294,73,4.28722565432681,"sMRI, fMRI",generalization,27.690246771987734,0.4468239133860942,Age
RandomForest,no,0.441107270393314,74,4.238293024906092,"sMRI, fMRI",validation,27.102415288345174,0.4389793984831544,Age
RandomForest,no,0.4420017902070875,74,4.298816947220773,"sMRI, fMRI",generalization,27.936370558732452,0.4419070271519212,Age
RandomForest,no,0.4457740956281101,75,4.439049927512218,"sMRI, fMRI",validation,30.27350333102037,0.4452350645585687,Age
RandomForest,no,0.4497342336720116,75,4.274422176597252,"sMRI, fMRI",generalization,27.54700723979541,0.44968545104298185,Age
RandomForest,no,0.4562990443927295,76,4.129042391941176,"sMRI, fMRI",validation,25.07013052739337,0.452843504433104,Age
RandomForest,no,0.44716365775112377,76,4.282366144123153,"sMRI, fMRI",generalization,27.680580995477833,0.44701700940534816,Age
RandomForest,no,0.4882149835548515,77,4.001473174675627,"sMRI, fMRI",validation,24.204431348923887,0.4881395014122796,Age
RandomForest,no,0.448885436475484,77,4.282944837163615,"sMRI, fMRI",generalization,27.59171527451861,0.4487923056733497,Age
RandomForest,no,0.4161544155252098,78,4.281582477861024,"sMRI, fMRI",validation,27.67789148921657,0.41502527900193664,Age
RandomForest,no,0.4479348784579951,78,4.284316312241005,"sMRI, fMRI",generalization,27.635772655542134,0.4479121586012871,Age
RandomForest,no,0.4714784308942299,79,4.1849492526627134,"sMRI, fMRI",validation,26.28935357001411,0.4714479833847175,Age
RandomForest,no,0.4476363947171321,79,4.275248612770071,"sMRI, fMRI",generalization,27.651287708067326,0.4476022098994873,Age
RandomForest,no,0.4554897667905031,80,4.423354507482305,"sMRI, fMRI",validation,29.13232314842679,0.4542493903445358,Age
RandomForest,no,0.4494640865679063,80,4.282295293274968,"sMRI, fMRI",generalization,27.558202181213304,0.44946180645308653,Age
RandomForest,no,0.4513944176852306,81,4.0711529411764715,"sMRI, fMRI",validation,26.328124310588237,0.4500579193566181,Age
RandomForest,no,0.4452934737726799,81,4.285128979014384,"sMRI, fMRI",generalization,27.768266284366888,0.4452652949709962,Age
RandomForest,no,0.4096254804585434,82,4.264536882616042,"sMRI, fMRI",validation,27.307656532259603,0.40924594382649626,Age
