Estimator,Permuted,ev,fold,mae,modality,model_testing,mse,r2_score,target
RandomForest,no,0.4834597645517861,18,3.9837183752964487,"sMRI, dMRI, fMRI (full MRI)",validation,23.696445076159247,0.4832909391112042,Age
RandomForest,no,0.5047968685331586,18,4.0092904275653165,"sMRI, dMRI, fMRI (full MRI)",generalization,24.486951739699016,0.5047739907834493,Age
RandomForest,no,0.4989098152876053,19,3.991599503328367,"sMRI, dMRI, fMRI (full MRI)",validation,24.54642947420943,0.4975729004282371,Age
RandomForest,no,0.5016326918634624,19,4.025028523431391,"sMRI, dMRI, fMRI (full MRI)",generalization,24.64458560097869,0.5015859913595615,Age
RandomForest,no,0.4867042415256154,20,3.930274314214464,"sMRI, dMRI, fMRI (full MRI)",validation,24.70667938154613,0.4866228049880381,Age
RandomForest,no,0.5016470364407606,20,4.024505988023952,"sMRI, dMRI, fMRI (full MRI)",generalization,24.641570135728546,0.5016469763624167,Age
RandomForest,no,0.4428051188031754,21,3.9994962373414014,"sMRI, dMRI, fMRI (full MRI)",validation,24.66025724898814,0.4427340690628348,Age
RandomForest,no,0.5025900670571019,21,4.0168290696231415,"sMRI, dMRI, fMRI (full MRI)",generalization,24.59581761417641,0.5025722789031623,Age
RandomForest,no,0.4292756382379317,22,4.175836573702627,"sMRI, dMRI, fMRI (full MRI)",validation,27.632401725281163,0.42911514811276696,Age
RandomForest,no,0.5053734275094075,22,4.008341986451967,"sMRI, dMRI, fMRI (full MRI)",generalization,24.457528128237428,0.5053690561813704,Age
RandomForest,no,0.4804941582980772,23,4.132219451371571,"sMRI, dMRI, fMRI (full MRI)",validation,25.83625963092269,0.4793655403585106,Age
RandomForest,no,0.5034708065191555,23,4.028554890219561,"sMRI, dMRI, fMRI (full MRI)",generalization,24.55524415169661,0.5033928397519589,Age
RandomForest,no,0.41735614122820064,24,4.388179216494774,"sMRI, dMRI, fMRI (full MRI)",validation,29.39506977973701,0.4167787085441825,Age
RandomForest,no,0.5006803515059701,24,4.029372160448202,"sMRI, dMRI, fMRI (full MRI)",generalization,24.689367328409872,0.5006803222343346,Age
RandomForest,no,0.4222942318569691,25,4.556945833348687,"sMRI, dMRI, fMRI (full MRI)",validation,31.14107044108267,0.421561525220472,Age
RandomForest,no,0.4981592202501259,25,4.0353263223260685,"sMRI, dMRI, fMRI (full MRI)",generalization,24.814074363491315,0.4981582374946286,Age
RandomForest,no,0.5000437328583112,26,4.135879789852475,"sMRI, dMRI, fMRI (full MRI)",validation,24.67599016619617,0.4955314141061542,Age
RandomForest,no,0.5015416019750957,26,4.032234323684693,"sMRI, dMRI, fMRI (full MRI)",generalization,24.652446450879587,0.5014270129221123,Age
RandomForest,no,0.461448552758704,27,4.287866491008463,"sMRI, dMRI, fMRI (full MRI)",validation,27.53170988675169,0.460324108170589,Age
RandomForest,no,0.503738103898619,27,4.022846857567447,"sMRI, dMRI, fMRI (full MRI)",generalization,24.54002120313505,0.5037007098431319,Age
RandomForest,no,0.5261300355308305,28,3.966516679340861,"sMRI, dMRI, fMRI (full MRI)",validation,24.279245320871773,0.5257680416871442,Age
RandomForest,no,0.5033741105802155,28,4.025640133894375,"sMRI, dMRI, fMRI (full MRI)",generalization,24.556258447844016,0.5033723265480867,Age
RandomForest,no,0.4775196032429882,29,4.254912718204489,"sMRI, dMRI, fMRI (full MRI)",validation,27.33274098753117,0.4750374887771285,Age
RandomForest,no,0.5012045315353304,29,4.035235528942115,"sMRI, dMRI, fMRI (full MRI)",generalization,24.668282930139718,0.5011067347385554,Age
RandomForest,no,0.5258040323051852,30,3.8863081017008914,"sMRI, dMRI, fMRI (full MRI)",validation,23.257238587699078,0.5255401763288676,Age
RandomForest,no,0.5011357833230592,30,4.034471169832643,"sMRI, dMRI, fMRI (full MRI)",generalization,24.66802924252811,0.5011118653364681,Age
RandomForest,no,0.5431912078069332,31,3.6678403990024937,"sMRI, dMRI, fMRI (full MRI)",validation,20.81020237406484,0.5431911230408881,Age
RandomForest,no,0.5003912728025908,31,4.039388223552893,"sMRI, dMRI, fMRI (full MRI)",generalization,24.704123724550897,0.5003818877354627,Age
