,Data type,Estimator,Permuted,ev,fold,imputation_strategy,mae,model_testing,mse,r2_score,target,variable
183,Imaging & Non-imaging,RandomForest,no,0.6751748358214348,91,median,3.1773252452110885,generalization,16.061726580616387,0.6751663971816274,Age,Life style (LS)
184,Imaging & Non-imaging,RandomForest,no,0.670274435142688,92,median,3.3533865336658346,validation,17.172675790523687,0.6700529706174041,Age,Life style (LS)
185,Imaging & Non-imaging,RandomForest,no,0.6708405899820822,92,median,3.205862275449102,generalization,16.27668865469062,0.6708189875404302,Age,Life style (LS)
186,Imaging & Non-imaging,RandomForest,no,0.6981566085511557,93,median,3.0607680798004986,validation,14.574370793017454,0.6967970299992703,Age,Life style (LS)
187,Imaging & Non-imaging,RandomForest,no,0.6726066623799095,93,median,3.19362375249501,generalization,16.19067664271457,0.6725585011347879,Age,Life style (LS)
188,Imaging & Non-imaging,RandomForest,no,0.67766077056685,94,median,3.3375450886893767,validation,16.969977356106966,0.6775519697979876,Age,Life style (LS)
189,Imaging & Non-imaging,RandomForest,no,0.6725904492670117,94,median,3.1936121047542705,generalization,16.18987341051121,0.6725747457651026,Age,Life style (LS)
190,Imaging & Non-imaging,RandomForest,no,0.6327822710016862,95,median,3.3943640897755607,validation,17.993902723192015,0.6321439103161864,Age,Life style (LS)
191,Imaging & Non-imaging,RandomForest,no,0.6723867645342638,95,median,3.190478043912176,generalization,16.199274431137724,0.6723846187955671,Age,Life style (LS)
192,Imaging & Non-imaging,RandomForest,no,0.6310255355984731,96,median,3.1969956283704275,validation,15.974915971458149,0.6259807061443889,Age,Life style (LS)
193,Imaging & Non-imaging,RandomForest,no,0.6735356370986828,96,median,3.1826174742134032,generalization,16.146894050287916,0.673443963676271,Age,Life style (LS)
194,Imaging & Non-imaging,RandomForest,no,0.679440673967411,97,median,3.135745475986546,validation,15.046741423490307,0.6792428202567635,Age,Life style (LS)
195,Imaging & Non-imaging,RandomForest,no,0.6739540626427858,97,median,3.1857164226428667,generalization,16.12181075626358,0.6739512501580561,Age,Life style (LS)
196,Imaging & Non-imaging,RandomForest,no,0.6660009368082345,98,median,3.2638104738154614,validation,15.784802513715713,0.6654413684218851,Age,Life style (LS)
197,Imaging & Non-imaging,RandomForest,no,0.6742204292613191,98,median,3.1793552894211574,generalization,16.110316431137733,0.6741837122799742,Age,Life style (LS)
198,Imaging & Non-imaging,RandomForest,no,0.6626846208338221,99,median,3.40057855361596,validation,17.997386533665832,0.6625951383349349,Age,Life style (LS)
199,Imaging & Non-imaging,RandomForest,no,0.6709385547772627,99,median,3.1990858283433137,generalization,16.27086219560878,0.6709368223003316,Age,Life style (LS)
0,Imaging & Non-imaging,RandomForest,no,0.5186076504153565,0,median,3.7792629373019193,validation,22.05878560169927,0.5181427213591208,Age,Education (EDU)
1,Imaging & Non-imaging,RandomForest,no,0.5024865211884406,0,median,4.023956515900343,generalization,24.601942281826954,0.5024484131500624,Age,Education (EDU)
2,Imaging & Non-imaging,RandomForest,no,0.4271833300888337,1,median,4.23978224676181,validation,27.329516240157986,0.42578751238243706,Age,Education (EDU)
3,Imaging & Non-imaging,RandomForest,no,0.5002618111772357,1,median,4.033152426173368,generalization,24.712311565038103,0.5002162962150609,Age,Education (EDU)
4,Imaging & Non-imaging,RandomForest,no,0.4810428857734846,2,median,3.902201780150898,validation,23.842127133995433,0.4786417833008729,Age,Education (EDU)
5,Imaging & Non-imaging,RandomForest,no,0.5021307417615011,2,median,4.0260222448081,generalization,24.620165430629005,0.5020798667767722,Age,Education (EDU)
6,Imaging & Non-imaging,RandomForest,no,0.5074152342205434,3,median,4.076789124517192,validation,25.544651528534175,0.507061351021647,Age,Education (EDU)
7,Imaging & Non-imaging,RandomForest,no,0.50176149072208,3,median,4.0285799793511226,generalization,24.635908064539752,0.5017614865288323,Age,Education (EDU)
8,Imaging & Non-imaging,RandomForest,no,0.5059651579829202,4,median,3.9843607522632896,validation,23.967503464520608,0.5050840593860344,Age,Education (EDU)
9,Imaging & Non-imaging,RandomForest,no,0.5059739061465391,4,median,4.010480252062532,generalization,24.427623925520066,0.5059738410940844,Age,Education (EDU)
10,Imaging & Non-imaging,RandomForest,no,0.4787586125706882,5,median,4.101306733167082,validation,25.84224071820449,0.4770718257068064,Age,Education (EDU)
11,Imaging & Non-imaging,RandomForest,no,0.5056418588186469,5,median,4.0142784431137715,generalization,24.444374614770457,0.505635073856852,Age,Education (EDU)
12,Imaging & Non-imaging,RandomForest,no,0.4164704336196157,6,median,4.326330651295959,validation,29.230373821518015,0.41622461614356576,Age,Education (EDU)
13,Imaging & Non-imaging,RandomForest,no,0.5002701695877245,6,median,4.032850698179789,generalization,24.71122428155094,0.5002382855205472,Age,Education (EDU)
14,Imaging & Non-imaging,RandomForest,no,0.4768449144894523,7,median,4.068917705735662,validation,25.398148269326693,0.4766628651456407,Age,Education (EDU)
15,Imaging & Non-imaging,RandomForest,no,0.5015460713028963,7,median,4.0306866267465065,generalization,24.64745829141717,0.5015278938455596,Age,Education (EDU)
16,Imaging & Non-imaging,RandomForest,no,0.5182113815312357,8,median,3.961434965951367,validation,24.305199865193877,0.5181530104709777,Age,Education (EDU)
17,Imaging & Non-imaging,RandomForest,no,0.5008505847661722,8,median,4.030408642669725,generalization,24.681341753374863,0.5008426320856588,Age,Education (EDU)
18,Imaging & Non-imaging,RandomForest,no,0.46718945827615904,9,median,4.051777184917718,validation,24.893670495290564,0.4667193638733135,Age,Education (EDU)
19,Imaging & Non-imaging,RandomForest,no,0.5042215692882888,9,median,4.016649969422373,generalization,24.516349348586736,0.5041794512635966,Age,Education (EDU)
20,Imaging & Non-imaging,RandomForest,no,0.464378012469869,10,median,4.13513216957606,validation,26.236907052369073,0.4626650414798781,Age,Education (EDU)
21,Imaging & Non-imaging,RandomForest,no,0.4994149532581621,10,median,4.0434491017964085,generalization,24.755797612774447,0.4993368310163707,Age,Education (EDU)
22,Imaging & Non-imaging,RandomForest,no,0.4521749900242191,11,median,4.243682809395192,validation,27.102528543837014,0.4512391632789688,Age,Education (EDU)
23,Imaging & Non-imaging,RandomForest,no,0.5038447012304688,11,median,4.021504685831859,generalization,24.533261822883734,0.5038374120730467,Age,Education (EDU)
24,Imaging & Non-imaging,RandomForest,no,0.5269979413573052,12,median,3.754922693266834,validation,22.939863421446386,0.5269908966857908,Age,Education (EDU)
25,Imaging & Non-imaging,RandomForest,no,0.5035390952048115,12,median,4.018178642714571,generalization,24.548392419161676,0.503531409721613,Age,Education (EDU)
26,Imaging & Non-imaging,RandomForest,no,0.4493697360913922,13,median,4.285965087281795,validation,27.508505695760604,0.4453140530559926,Age,Education (EDU)
27,Imaging & Non-imaging,RandomForest,no,0.5009797907903913,13,median,4.023962075848304,generalization,24.675116423153696,0.5009685336463862,Age,Education (EDU)
28,Imaging & Non-imaging,RandomForest,no,0.452026629118132,14,median,4.183517634567545,validation,27.87422352263597,0.4487250139763912,Age,Education (EDU)
29,Imaging & Non-imaging,RandomForest,no,0.5032817613599092,14,median,4.01651204811753,generalization,24.561285983750572,0.5032706492723824,Age,Education (EDU)
30,Imaging & Non-imaging,RandomForest,no,0.4911488866661529,15,median,3.9384401989304734,validation,24.656288290929073,0.4857196614971258,Age,Education (EDU)
31,Imaging & Non-imaging,RandomForest,no,0.5040250643516558,15,median,4.021940410504608,generalization,24.53053671858652,0.5038925247934929,Age,Education (EDU)
32,Imaging & Non-imaging,RandomForest,no,0.4637767915835035,16,median,4.265811488345362,validation,27.25502026246357,0.4635229427364392,Age,Education (EDU)
33,Imaging & Non-imaging,RandomForest,no,0.5037294220510042,16,median,4.013761232205401,generalization,24.53910064909949,0.5037193271992708,Age,Education (EDU)
34,Imaging & Non-imaging,RandomForest,no,0.4437236236254841,17,median,4.197948189290549,validation,27.240979475272965,0.4433945715303061,Age,Education (EDU)
35,Imaging & Non-imaging,RandomForest,no,0.5062527132436463,17,median,4.00993743525397,generalization,24.41531172493794,0.5062228439925984,Age,Education (EDU)
36,Imaging & Non-imaging,RandomForest,no,0.4881601088357729,18,median,3.966067587474451,validation,23.480155638342943,0.4880072040165535,Age,Education (EDU)
37,Imaging & Non-imaging,RandomForest,no,0.5046127388017607,18,median,4.014863285151072,generalization,24.496169567813958,0.5045875687134613,Age,Education (EDU)
38,Imaging & Non-imaging,RandomForest,no,0.4986542654398608,19,median,3.9938788617533993,validation,24.570598715681463,0.4970781937783594,Age,Education (EDU)
39,Imaging & Non-imaging,RandomForest,no,0.5016369273143764,19,median,4.023675022689677,generalization,24.645009253642076,0.5015774233752728,Age,Education (EDU)
40,Imaging & Non-imaging,RandomForest,no,0.4877540891827203,20,median,3.933745635910225,validation,24.65600375062344,0.487675787983316,Age,Education (EDU)
41,Imaging & Non-imaging,RandomForest,no,0.5025993636460856,20,median,4.019398203592814,generalization,24.594487836327342,0.5025991724334121,Age,Education (EDU)
42,Imaging & Non-imaging,RandomForest,no,0.4423436037821176,21,median,3.997596009975062,validation,24.682100708229427,0.4422404563836937,Age,Education (EDU)
43,Imaging & Non-imaging,RandomForest,no,0.5033402452626902,21,median,4.0191546906187625,generalization,24.56087578043912,0.5032789452559354,Age,Education (EDU)
44,Imaging & Non-imaging,RandomForest,no,0.432256029787218,22,median,4.175987962973107,validation,27.485582735841604,0.4321484254179296,Age,Education (EDU)
45,Imaging & Non-imaging,RandomForest,no,0.5049782470923996,22,median,4.012463444237328,generalization,24.477312262124023,0.5049689403247863,Age,Education (EDU)
46,Imaging & Non-imaging,RandomForest,no,0.4822786403344495,23,median,4.114064837905237,validation,25.747497935162095,0.4811542047460549,Age,Education (EDU)
47,Imaging & Non-imaging,RandomForest,no,0.5035045953327897,23,median,4.029072854291417,generalization,24.553918798403195,0.5034196437996523,Age,Education (EDU)
48,Imaging & Non-imaging,RandomForest,no,0.4183636110832516,24,median,4.376716032002895,validation,29.3418672240747,0.4178342890702581,Age,Education (EDU)
49,Imaging & Non-imaging,RandomForest,no,0.5022770239168164,24,median,4.023686777172413,generalization,24.61049614145793,0.5022754192301382,Age,Education (EDU)
50,Imaging & Non-imaging,RandomForest,no,0.4235470403395929,25,median,4.56272319201995,validation,31.07116788029925,0.4228599497791025,Age,Education (EDU)
51,Imaging & Non-imaging,RandomForest,no,0.4989187610545529,25,median,4.03763872255489,generalization,24.776815049900197,0.4989117727395224,Age,Education (EDU)
52,Imaging & Non-imaging,RandomForest,no,0.5030105864491964,26,median,4.116871914379868,validation,24.55350984802547,0.4980353652137392,Age,Education (EDU)
53,Imaging & Non-imaging,RandomForest,no,0.5022000207656824,26,median,4.033235605555035,generalization,24.62064918174577,0.5020700833567061,Age,Education (EDU)
54,Imaging & Non-imaging,RandomForest,no,0.4603840930629674,27,median,4.2826832917705735,validation,27.601514733167075,0.4589557953088669,Age,Education (EDU)
55,Imaging & Non-imaging,RandomForest,no,0.5040612740169648,27,median,4.026185628742515,generalization,24.52571958483034,0.5039899468798062,Age,Education (EDU)
56,Imaging & Non-imaging,RandomForest,no,0.5267527526873805,28,median,3.970873645137477,validation,24.247415254746237,0.5263897593061413,Age,Education (EDU)
57,Imaging & Non-imaging,RandomForest,no,0.5043087429558892,28,median,4.02357564367647,generalization,24.51048254816571,0.5042981018898673,Age,Education (EDU)
58,Imaging & Non-imaging,RandomForest,no,0.4742009154501394,29,median,4.269543387774542,validation,27.51596607230671,0.4715184015159325,Age,Education (EDU)
59,Imaging & Non-imaging,RandomForest,no,0.5005299065901314,29,median,4.0309956889880105,generalization,24.700844396999763,0.5004482091099369,Age,Education (EDU)
60,Imaging & Non-imaging,RandomForest,no,0.5260210995216019,30,median,3.881798769618993,validation,23.245284230756845,0.5257840514589922,Age,Education (EDU)
61,Imaging & Non-imaging,RandomForest,no,0.5006613241646339,30,median,4.036815027198506,generalization,24.69155205329074,0.5006361381890728,Age,Education (EDU)
62,Imaging & Non-imaging,RandomForest,no,0.5438199093923515,31,median,3.6833316708229433,validation,20.781561775561094,0.5438198184952983,Age,Education (EDU)
63,Imaging & Non-imaging,RandomForest,no,0.4999401527960684,31,median,4.0358512974051886,generalization,24.72633549301397,0.4999326752091122,Age,Education (EDU)
64,Imaging & Non-imaging,RandomForest,no,0.5242908800612435,32,median,4.122427135481791,validation,25.482115030812306,0.5242440908789437,Age,Education (EDU)
65,Imaging & Non-imaging,RandomForest,no,0.5003039703741701,32,median,4.039702428758493,generalization,24.710473618306327,0.5002534669921672,Age,Education (EDU)
66,Imaging & Non-imaging,RandomForest,no,0.4871877060833209,33,median,3.919511221945137,validation,24.754879082294263,0.4871568810677254,Age,Education (EDU)
67,Imaging & Non-imaging,RandomForest,no,0.507442278952432,33,median,4.0045988023952095,generalization,24.355737109780442,0.5074276856253457,Age,Education (EDU)
68,Imaging & Non-imaging,RandomForest,no,0.4126003019340836,34,median,4.251887728852225,validation,27.97993173632597,0.41232239147155103,Age,Education (EDU)
69,Imaging & Non-imaging,RandomForest,no,0.5013869101806858,34,median,4.024856854881255,generalization,24.655585423452486,0.5013635300975923,Age,Education (EDU)
70,Imaging & Non-imaging,RandomForest,no,0.493689738001639,35,median,4.130715674337228,validation,26.011878059815803,0.4934641483803586,Age,Education (EDU)
71,Imaging & Non-imaging,RandomForest,no,0.5041670330560897,35,median,4.016257667427237,generalization,24.517261946338913,0.5041609948159492,Age,Education (EDU)
72,Imaging & Non-imaging,RandomForest,no,0.4818131298133777,36,median,4.2052763373048565,validation,26.5443530065796,0.4817665241266706,Age,Education (EDU)
73,Imaging & Non-imaging,RandomForest,no,0.5019972727610327,36,median,4.0247077198741374,generalization,24.62445253542089,0.5019931640372992,Age,Education (EDU)
74,Imaging & Non-imaging,RandomForest,no,0.5318888194790381,37,median,4.04515710723192,validation,25.12607868329177,0.5296190523791018,Age,Education (EDU)
75,Imaging & Non-imaging,RandomForest,no,0.5023440471777,37,median,4.029665668662675,generalization,24.60723377644711,0.502341397552883,Age,Education (EDU)
76,Imaging & Non-imaging,RandomForest,no,0.4536293232075722,38,median,4.104416605508775,validation,26.98674561055821,0.4533535891981996,Age,Education (EDU)
77,Imaging & Non-imaging,RandomForest,no,0.5027925009707339,38,median,4.0197914496979825,generalization,24.58515494463736,0.5027879215580566,Age,Education (EDU)
78,Imaging & Non-imaging,RandomForest,no,0.5147952931472766,39,median,3.844186276757098,validation,22.81939363707713,0.5138229635306222,Age,Education (EDU)
79,Imaging & Non-imaging,RandomForest,no,0.5042524575712068,39,median,4.014175552157584,generalization,24.512808096496787,0.5042510698202377,Age,Education (EDU)
80,Imaging & Non-imaging,RandomForest,no,0.5003227825553052,40,median,4.174102078570377,validation,26.46697016939157,0.5000964036519608,Age,Education (EDU)
81,Imaging & Non-imaging,RandomForest,no,0.5037929661265725,40,median,4.018137449773918,generalization,24.53557187865604,0.503790693326126,Age,Education (EDU)
82,Imaging & Non-imaging,RandomForest,no,0.5072828119070949,41,median,4.0805396742427975,validation,25.444876265484147,0.5069735356236398,Age,Education (EDU)
83,Imaging & Non-imaging,RandomForest,no,0.5052226520661234,41,median,4.014624151423608,generalization,24.467150541171183,0.5051744517566599,Age,Education (EDU)
84,Imaging & Non-imaging,RandomForest,no,0.4783520123054013,42,median,4.125715710723192,validation,26.490244827930173,0.4783359959223662,Age,Education (EDU)
85,Imaging & Non-imaging,RandomForest,no,0.5022561187855048,42,median,4.0307005988023965,generalization,24.612661956087827,0.5022316176272572,Age,Education (EDU)
86,Imaging & Non-imaging,RandomForest,no,0.4659682018961794,43,median,4.171860349127183,validation,27.293836887780557,0.4627993988921776,Age,Education (EDU)
87,Imaging & Non-imaging,RandomForest,no,0.5061255036965869,43,median,4.006793413173654,generalization,24.42017034331337,0.5061245829181311,Age,Education (EDU)
88,Imaging & Non-imaging,RandomForest,no,0.4125890666375627,44,median,4.1445286783042405,validation,26.227769496259352,0.411391192333748,Age,Education (EDU)
89,Imaging & Non-imaging,RandomForest,no,0.505619796693341,44,median,3.996694610778443,generalization,24.445382762475052,0.5056146849995637,Age,Education (EDU)
90,Imaging & Non-imaging,RandomForest,no,0.4762015434072892,45,median,4.124573428427154,validation,25.752277420480905,0.4728141718556888,Age,Education (EDU)
91,Imaging & Non-imaging,RandomForest,no,0.5024258168345452,45,median,4.022567088940572,generalization,24.603364564209965,0.5024196488009509,Age,Education (EDU)
92,Imaging & Non-imaging,RandomForest,no,0.4724528131527042,46,median,4.036688279301746,validation,24.88295086284289,0.4716030621831233,Age,Education (EDU)
93,Imaging & Non-imaging,RandomForest,no,0.5044421521065665,46,median,4.014197604790419,generalization,24.50545916167665,0.5043996952474308,Age,Education (EDU)
94,Imaging & Non-imaging,RandomForest,no,0.4900518123110429,47,median,4.117886671972899,validation,25.986140331585077,0.4891832658626126,Age,Education (EDU)
95,Imaging & Non-imaging,RandomForest,no,0.4945202149088556,47,median,4.059930811840487,generalization,24.99597129047399,0.494479539950077,Age,Education (EDU)
96,Imaging & Non-imaging,RandomForest,no,0.5229629119667516,48,median,4.092647196110248,validation,25.360599618331488,0.5229171453401328,Age,Education (EDU)
97,Imaging & Non-imaging,RandomForest,no,0.5035042945175805,48,median,4.025277136214949,generalization,24.549833582071482,0.5035022635312647,Age,Education (EDU)
98,Imaging & Non-imaging,RandomForest,no,0.4913233895729398,49,median,4.065742317473156,validation,25.14293645666896,0.4911905151525173,Age,Education (EDU)
99,Imaging & Non-imaging,RandomForest,no,0.5063112173817091,49,median,4.017075587516516,generalization,24.415462911340622,0.5062197863870767,Age,Education (EDU)
100,Imaging & Non-imaging,RandomForest,no,0.4137674874351214,50,median,4.381670637809076,validation,29.35065881727847,0.41277589172929496,Age,Education (EDU)
101,Imaging & Non-imaging,RandomForest,no,0.5072769322465476,50,median,3.994956059199723,generalization,24.36353940089282,0.5072698914853724,Age,Education (EDU)
102,Imaging & Non-imaging,RandomForest,no,0.4466131319591829,51,median,4.203794833470077,validation,26.769518533192137,0.4433415308559817,Age,Education (EDU)
103,Imaging & Non-imaging,RandomForest,no,0.5018315770936146,51,median,4.02454568080465,generalization,24.637216683535662,0.5017350209168682,Age,Education (EDU)
104,Imaging & Non-imaging,RandomForest,no,0.4542556065655034,52,median,4.053222047296988,validation,25.666506919903,0.4515198716101301,Age,Education (EDU)
105,Imaging & Non-imaging,RandomForest,no,0.5033243818965389,52,median,4.021540040367095,generalization,24.56026796770772,0.5032912377077083,Age,Education (EDU)
106,Imaging & Non-imaging,RandomForest,no,0.4963454110822286,53,median,4.285945137157108,validation,26.986379571072327,0.4958884224454954,Age,Education (EDU)
107,Imaging & Non-imaging,RandomForest,no,0.5034297018052104,53,median,4.025094810379241,generalization,24.55393937325349,0.5034192276922858,Age,Education (EDU)
108,Imaging & Non-imaging,RandomForest,no,0.5036417273737619,54,median,4.09248061621295,validation,24.832838445795247,0.5036048864831392,Age,Education (EDU)
109,Imaging & Non-imaging,RandomForest,no,0.5011049826549921,54,median,4.028488342114796,generalization,24.669087561366812,0.5010904618142763,Age,Education (EDU)
110,Imaging & Non-imaging,RandomForest,no,0.4965340321383134,55,median,4.4253067331670835,validation,27.803465057356604,0.49635890922142,Age,Education (EDU)
111,Imaging & Non-imaging,RandomForest,no,0.5051128914830999,55,median,4.022659680638721,generalization,24.47071581237525,0.505102347435594,Age,Education (EDU)
112,Imaging & Non-imaging,RandomForest,no,0.501909885530561,56,median,3.9329024873191334,validation,23.386583688821467,0.5015102093958927,Age,Education (EDU)
113,Imaging & Non-imaging,RandomForest,no,0.501522507508738,56,median,4.029208237672674,generalization,24.64835808113751,0.5015096964285403,Age,Education (EDU)
114,Imaging & Non-imaging,RandomForest,no,0.4902997329678078,57,median,3.99472319201995,validation,24.518464758104734,0.4886264864087477,Age,Education (EDU)
115,Imaging & Non-imaging,RandomForest,no,0.5039607085202862,57,median,4.017684630738523,generalization,24.53036534131737,0.5038959907406625,Age,Education (EDU)
116,Imaging & Non-imaging,RandomForest,no,0.4845276097412789,58,median,4.299814080164083,validation,27.70816916971245,0.4843885906287401,Age,Education (EDU)
117,Imaging & Non-imaging,RandomForest,no,0.501013301497815,58,median,4.030541266490358,generalization,24.67385450778253,0.500994054720625,Age,Education (EDU)
118,Imaging & Non-imaging,RandomForest,no,0.4681690276443663,59,median,4.155670822942644,validation,26.602884309226933,0.4647149110040149,Age,Education (EDU)
119,Imaging & Non-imaging,RandomForest,no,0.5022144907744917,59,median,4.0264071856287424,generalization,24.616510363273452,0.5021537871421631,Age,Education (EDU)
120,Imaging & Non-imaging,RandomForest,no,0.5132041806757022,60,median,4.093296758104739,validation,25.209591660847888,0.5128490143054638,Age,Education (EDU)
121,Imaging & Non-imaging,RandomForest,no,0.5035661379088827,60,median,4.021378243512975,generalization,24.546927652694613,0.5035610332721321,Age,Education (EDU)
122,Imaging & Non-imaging,RandomForest,no,0.4331431297476094,61,median,4.348598503740648,validation,28.152490653366584,0.4328041805885773,Age,Education (EDU)
123,Imaging & Non-imaging,RandomForest,no,0.5015265070195378,61,median,4.02462874251497,generalization,24.649268135728544,0.5014912914139807,Age,Education (EDU)
124,Imaging & Non-imaging,RandomForest,no,0.4674480282737062,62,median,4.008149625935162,validation,24.91855006483791,0.4674186780080487,Age,Education (EDU)
125,Imaging & Non-imaging,RandomForest,no,0.5029873792320241,62,median,4.022464071856287,generalization,24.57598101796407,0.502973455761887,Age,Education (EDU)
126,Imaging & Non-imaging,RandomForest,no,0.4974183623964288,63,median,3.94059798423061,validation,24.07436167576529,0.49732828653142697,Age,Education (EDU)
127,Imaging & Non-imaging,RandomForest,no,0.5047602305695975,63,median,4.016398049933393,generalization,24.488569100504197,0.5047412811532132,Age,Education (EDU)
128,Imaging & Non-imaging,RandomForest,no,0.5095727066763402,64,median,4.098164588528679,validation,25.177299511221946,0.508152206449644,Age,Education (EDU)
129,Imaging & Non-imaging,RandomForest,no,0.5037841823700835,64,median,4.024274451097805,generalization,24.53857224351297,0.5037300137147932,Age,Education (EDU)
130,Imaging & Non-imaging,RandomForest,no,0.43879456322559696,65,median,4.186246829598138,validation,27.89606668640677,0.4360116200492742,Age,Education (EDU)
131,Imaging & Non-imaging,RandomForest,no,0.5032622165919806,65,median,4.023834529413418,generalization,24.561703713865015,0.5032622010661825,Age,Education (EDU)
132,Imaging & Non-imaging,RandomForest,no,0.47939644095376593,66,median,4.170493765586035,validation,26.835961137157106,0.4793842796873156,Age,Education (EDU)
133,Imaging & Non-imaging,RandomForest,no,0.5043030149518776,66,median,4.013679640718563,generalization,24.510786439121762,0.5042919559756269,Age,Education (EDU)
134,Imaging & Non-imaging,RandomForest,no,0.4611372220289476,67,median,4.138240297056127,validation,27.326963875518032,0.4610951602417021,Age,Education (EDU)
135,Imaging & Non-imaging,RandomForest,no,0.5022545338185723,67,median,4.027273059838194,generalization,24.61155980172113,0.5022539076825634,Age,Education (EDU)
136,Imaging & Non-imaging,RandomForest,no,0.4476789609949018,68,median,4.151363079864009,validation,26.286856641225,0.4475669102654608,Age,Education (EDU)
137,Imaging & Non-imaging,RandomForest,no,0.5045382232246769,68,median,4.016328707200793,generalization,24.500553669859052,0.5044989042940242,Age,Education (EDU)
138,Imaging & Non-imaging,RandomForest,no,0.4391802547091889,69,median,4.2051161499418415,validation,26.928334453492237,0.4353684220088924,Age,Education (EDU)
139,Imaging & Non-imaging,RandomForest,no,0.5034782129104192,69,median,4.025038485716563,generalization,24.557784687175552,0.5033414597655936,Age,Education (EDU)
140,Imaging & Non-imaging,RandomForest,no,0.4564715263488385,70,median,4.367058711943939,validation,29.24952446058435,0.4507324478461026,Age,Education (EDU)
141,Imaging & Non-imaging,RandomForest,no,0.5036414034591954,70,median,4.020344031400761,generalization,24.54346129143441,0.5036311372308301,Age,Education (EDU)
142,Imaging & Non-imaging,RandomForest,no,0.4472093235600119,71,median,4.33350243397604,validation,28.541802670388552,0.446626889284978,Age,Education (EDU)
143,Imaging & Non-imaging,RandomForest,no,0.5038217788257902,71,median,4.019294020627648,generalization,24.534369565930646,0.5038150089918387,Age,Education (EDU)
144,Imaging & Non-imaging,RandomForest,no,0.5026338276815584,72,median,4.0017235384697925,validation,24.568459088936446,0.5026330054812305,Age,Education (EDU)
145,Imaging & Non-imaging,RandomForest,no,0.502295718979801,72,median,4.028022623327747,generalization,24.61007561069424,0.5022839240768856,Age,Education (EDU)
146,Imaging & Non-imaging,RandomForest,no,0.4907654329458854,73,median,4.001251588799164,validation,24.96770280118545,0.4899692395823057,Age,Education (EDU)
147,Imaging & Non-imaging,RandomForest,no,0.500932674546998,73,median,4.028230495736398,generalization,24.67696248780677,0.5009311986918106,Age,Education (EDU)
148,Imaging & Non-imaging,RandomForest,no,0.4270714721288885,74,median,4.258310283585174,validation,27.113344102455077,0.4249377507054143,Age,Education (EDU)
149,Imaging & Non-imaging,RandomForest,no,0.5030076204864817,74,median,4.016009263519975,generalization,24.57429884999198,0.5030074760572878,Age,Education (EDU)
150,Imaging & Non-imaging,RandomForest,no,0.5034978321183716,75,median,4.0652340634762325,validation,25.48996359655248,0.5033202806485422,Age,Education (EDU)
151,Imaging & Non-imaging,RandomForest,no,0.5022499087701557,75,median,4.02629330890961,generalization,24.611758795994128,0.5022498832069684,Age,Education (EDU)
152,Imaging & Non-imaging,RandomForest,no,0.4628408852538682,76,median,4.407464935862537,validation,29.50779823700604,0.4612678439615319,Age,Education (EDU)
153,Imaging & Non-imaging,RandomForest,no,0.504874839444044,76,median,4.010776529229093,generalization,24.482158723879753,0.5048709251067378,Age,Education (EDU)
154,Imaging & Non-imaging,RandomForest,no,0.5175742953785183,77,median,3.8954713216957613,validation,23.26443239900249,0.5075088587604836,Age,Education (EDU)
155,Imaging & Non-imaging,RandomForest,no,0.5062755766132485,77,median,4.017217564870259,generalization,24.421344399201594,0.5061008387208825,Age,Education (EDU)
156,Imaging & Non-imaging,RandomForest,no,0.4949513985628633,78,median,3.9207845621982718,validation,23.890410790852307,0.4948443078781627,Age,Education (EDU)
157,Imaging & Non-imaging,RandomForest,no,0.5054711369108882,78,median,4.015175472102911,generalization,24.452927353552088,0.5054621026050717,Age,Education (EDU)
158,Imaging & Non-imaging,RandomForest,no,0.5392147567100948,79,median,3.7416724991979375,validation,22.298580458883162,0.537661955860021,Age,Education (EDU)
159,Imaging & Non-imaging,RandomForest,no,0.5043904150132559,79,median,4.019372850624402,generalization,24.509178542437407,0.5043244742027502,Age,Education (EDU)
160,Imaging & Non-imaging,RandomForest,no,0.4957865423592998,80,median,4.137915211970076,validation,25.490484349127183,0.4946920509142497,Age,Education (EDU)
161,Imaging & Non-imaging,RandomForest,no,0.5033704962814869,80,median,4.025893213572855,generalization,24.557969049900198,0.5033377311995662,Age,Education (EDU)
162,Imaging & Non-imaging,RandomForest,no,0.4618959639871004,81,median,4.035850389554218,validation,25.077562711423358,0.4616871621863183,Age,Education (EDU)
163,Imaging & Non-imaging,RandomForest,no,0.5025952368484188,81,median,4.022418952632673,generalization,24.59478130457269,0.5025932373088804,Age,Education (EDU)
164,Imaging & Non-imaging,RandomForest,no,0.4570781078352977,82,median,4.13002082058093,validation,26.672595474907094,0.4551265569477929,Age,Education (EDU)
165,Imaging & Non-imaging,RandomForest,no,0.5017197109271179,82,median,4.016629072037105,generalization,24.63798949039232,0.5017193916111226,Age,Education (EDU)
166,Imaging & Non-imaging,RandomForest,no,0.5022691609615489,83,median,3.9984312596877567,validation,24.710889539625317,0.5011522608877652,Age,Education (EDU)
167,Imaging & Non-imaging,RandomForest,no,0.5027999827667461,83,median,4.027146078641032,generalization,24.584559368103235,0.5027999665440275,Age,Education (EDU)
168,Imaging & Non-imaging,RandomForest,no,0.4534495884717398,84,median,3.9977556109725687,validation,24.364579471321694,0.447318949965904,Age,Education (EDU)
169,Imaging & Non-imaging,RandomForest,no,0.5056516038986836,84,median,4.010306387225548,generalization,24.44863930938123,0.5055488243426178,Age,Education (EDU)
