,Data type,Estimator,Permuted,ev,fold,imputation_strategy,mae,model_testing,mse,r2_score,target,variable
170,Imaging & Non-imaging,RandomForest,no,0.4506013728479922,85,median,3.9553981125244606,validation,24.198185132757,0.4484009297813816,Age,Education (EDU)
171,Imaging & Non-imaging,RandomForest,no,0.5032903514326748,85,median,4.013735397915953,generalization,24.56406602156837,0.5032144255721597,Age,Education (EDU)
172,Imaging & Non-imaging,RandomForest,no,0.5572564956641143,86,median,3.835343131790688,validation,22.059944294615043,0.5563926279659424,Age,Education (EDU)
173,Imaging & Non-imaging,RandomForest,no,0.5023430211932941,86,median,4.036475841915351,generalization,24.609183783549863,0.5023019604581516,Age,Education (EDU)
174,Imaging & Non-imaging,RandomForest,no,0.4688358973670701,87,median,3.893016535054248,validation,24.795464298045818,0.4635558012726676,Age,Education (EDU)
175,Imaging & Non-imaging,RandomForest,no,0.5027602559627136,87,median,4.025243259457072,generalization,24.590950718129307,0.5026707073859029,Age,Education (EDU)
176,Imaging & Non-imaging,RandomForest,no,0.4443577756766359,88,median,4.1967082294264335,validation,27.201909226932674,0.4437286260952549,Age,Education (EDU)
177,Imaging & Non-imaging,RandomForest,no,0.5000956076790349,88,median,4.040175648702595,generalization,24.719395305389217,0.5000730341013564,Age,Education (EDU)
178,Imaging & Non-imaging,RandomForest,no,0.5127076916971959,89,median,4.050254340631582,validation,25.01318145806909,0.5103506124367243,Age,Education (EDU)
179,Imaging & Non-imaging,RandomForest,no,0.5054835941087775,89,median,4.0142387051694834,generalization,24.455462683274156,0.5054108279003371,Age,Education (EDU)
180,Imaging & Non-imaging,RandomForest,no,0.4994512787286216,90,median,3.775597214522504,validation,22.174157277733602,0.4973679304619258,Age,Education (EDU)
181,Imaging & Non-imaging,RandomForest,no,0.5057017045002435,90,median,4.0116870080330065,generalization,24.44400530678246,0.5056425427702149,Age,Education (EDU)
182,Imaging & Non-imaging,RandomForest,no,0.4631528063158651,91,median,4.269789070249663,validation,26.91715824657169,0.4620971900781626,Age,Education (EDU)
183,Imaging & Non-imaging,RandomForest,no,0.5079744492777959,91,median,4.000637845329107,generalization,24.328716776445127,0.5079741469402366,Age,Education (EDU)
184,Imaging & Non-imaging,RandomForest,no,0.4564544897883832,92,median,4.339919898218287,validation,28.328409766693444,0.455712390796357,Age,Education (EDU)
185,Imaging & Non-imaging,RandomForest,no,0.4993544828648538,92,median,4.043534348847159,generalization,24.756329262321263,0.4993260788947441,Age,Education (EDU)
186,Imaging & Non-imaging,RandomForest,no,0.5201765786991667,93,median,3.91720063348992,validation,23.112219219312358,0.5191769435452527,Age,Education (EDU)
187,Imaging & Non-imaging,RandomForest,no,0.5050752937611371,93,median,4.024798737951897,generalization,24.475983907275985,0.5049958050761529,Age,Education (EDU)
188,Imaging & Non-imaging,RandomForest,no,0.5054410364040023,94,median,4.073363588992267,validation,26.04838946863647,0.5050522638986288,Age,Education (EDU)
189,Imaging & Non-imaging,RandomForest,no,0.5028583568434022,94,median,4.02500028591079,generalization,24.5830102294696,0.5028312964437804,Age,Education (EDU)
190,Imaging & Non-imaging,RandomForest,no,0.4559920693978523,95,median,4.067939381395864,validation,26.61769001447679,0.4558445982637629,Age,Education (EDU)
191,Imaging & Non-imaging,RandomForest,no,0.5030320314456053,95,median,4.0245116389298525,generalization,24.573360905678356,0.5030264451157578,Age,Education (EDU)
192,Imaging & Non-imaging,RandomForest,no,0.4741117200578681,96,median,3.785635910224439,validation,22.525094224438906,0.4726219623997968,Age,Education (EDU)
193,Imaging & Non-imaging,RandomForest,no,0.5002993868278673,96,median,4.033563872255488,generalization,24.71172576047904,0.5002281435718511,Age,Education (EDU)
194,Imaging & Non-imaging,RandomForest,no,0.488304107863176,97,median,4.00151620947631,validation,24.14088131670823,0.4853795390160073,Age,Education (EDU)
195,Imaging & Non-imaging,RandomForest,no,0.5059857189060853,97,median,4.013044910179641,generalization,24.43010623952096,0.5059236385834022,Age,Education (EDU)
196,Imaging & Non-imaging,RandomForest,no,0.4818769569043284,98,median,3.929715710723192,validation,24.44565562094763,0.481874728209768,Age,Education (EDU)
197,Imaging & Non-imaging,RandomForest,no,0.5004807691011379,98,median,4.040318363273453,generalization,24.70073580439122,0.5004504052952657,Age,Education (EDU)
198,Imaging & Non-imaging,RandomForest,no,0.485342758416299,99,median,4.232778054862843,validation,27.452303481296763,0.4853396830052047,Age,Education (EDU)
199,Imaging & Non-imaging,RandomForest,no,0.5016995917582423,99,median,4.03549500998004,generalization,24.639691920159677,0.5016849615396043,Age,Education (EDU)
0,,RandomForest,no,0.5400152652148491,0,median,3.612580198565623,validation,21.068017943731192,0.5397852821081188,Age,Mental health (MH)
1,,RandomForest,no,0.5529744569274837,0,median,3.7754588451403333,generalization,22.107277632592663,0.5529007043011491,Age,Mental health (MH)
2,,RandomForest,no,0.4846736472393525,1,median,4.014254246615745,validation,24.55197137354359,0.4841456967466555,Age,Mental health (MH)
3,,RandomForest,no,0.5539995228175206,1,median,3.775916565447572,generalization,22.05596781250737,0.5539383980780052,Age,Mental health (MH)
4,,RandomForest,no,0.5375370599813201,2,median,3.6764067087399686,validation,21.182644910273865,0.5367969513238424,Age,Mental health (MH)
5,,RandomForest,no,0.5525458071446588,2,median,3.7698537856177614,generalization,22.126996691317533,0.5525019045296777,Age,Mental health (MH)
6,,RandomForest,no,0.5603024466304265,3,median,3.950024937655861,validation,22.787674573566083,0.5602631139788891,Age,Mental health (MH)
7,,RandomForest,no,0.55525392137366,3,median,3.778903193612775,generalization,21.991754902195613,0.5552370449513242,Age,Mental health (MH)
8,,RandomForest,no,0.5806568900406579,4,median,3.7074398047362296,validation,20.36375892158818,0.5794994286312318,Age,Mental health (MH)
9,,RandomForest,no,0.5545219319687562,4,median,3.7730848244512094,generalization,22.027344578371483,0.5545172765828787,Age,Mental health (MH)
10,,RandomForest,no,0.5620058522608773,5,median,3.7706987672011545,validation,21.73616154233992,0.560159995589288,Age,Mental health (MH)
11,,RandomForest,no,0.5556041941799384,5,median,3.765861923709936,generalization,21.973678774510397,0.5556026179581564,Age,Mental health (MH)
12,,RandomForest,no,0.4727389410274595,6,median,4.170653366583541,validation,26.568431481296763,0.4693876862074319,Age,Mental health (MH)
13,,RandomForest,no,0.5500963070517193,6,median,3.787096806387226,generalization,22.246056251497006,0.5500940347599519,Age,Mental health (MH)
14,,RandomForest,no,0.5560700997834671,7,median,3.727277994875777,validation,21.615203989350753,0.5546116667591521,Age,Mental health (MH)
15,,RandomForest,no,0.553262673297596,7,median,3.769292320205592,generalization,22.09355099330467,0.5531783129176405,Age,Mental health (MH)
16,,RandomForest,no,0.5560961926608559,8,median,3.8338753117206985,validation,22.4216061446384,0.5554949771603839,Age,Mental health (MH)
17,,RandomForest,no,0.5547691870038678,8,median,3.7665958083832334,generalization,22.015105512974053,0.554764800389751,Age,Mental health (MH)
18,,RandomForest,no,0.5253930040123755,9,median,3.8464226641944905,validation,22.15604527966846,0.5253656979581003,Age,Mental health (MH)
19,,RandomForest,no,0.5572831611495277,9,median,3.756971374930071,generalization,21.89303972205795,0.5572334684028153,Age,Mental health (MH)
20,,RandomForest,no,0.5383547215147132,10,median,3.867068376022401,validation,22.591327574137026,0.5373269402245606,Age,Mental health (MH)
21,,RandomForest,no,0.5483221252328514,10,median,3.792045279932668,generalization,22.339482065382622,0.5482045838613587,Age,Mental health (MH)
22,,RandomForest,no,0.4819152375185576,11,median,4.023264499747552,validation,25.603228793642806,0.481596367186399,Age,Mental health (MH)
23,,RandomForest,no,0.5568976863252364,11,median,3.754757090105373,generalization,21.910883633158974,0.5568725917621735,Age,Mental health (MH)
24,,RandomForest,no,0.6008015742521746,12,median,3.4588147416011736,validation,19.36145329100379,0.6007760163264209,Age,Mental health (MH)
25,,RandomForest,no,0.5548428409611947,12,median,3.77078312896617,generalization,22.01163435361763,0.5548350013855183,Age,Mental health (MH)
26,,RandomForest,no,0.5277829476413487,13,median,3.928398262695167,validation,23.533315141947952,0.525470436721873,Age,Mental health (MH)
27,,RandomForest,no,0.5546182981865849,13,median,3.7628066003351743,generalization,22.022350927818948,0.5546182685585579,Age,Mental health (MH)
28,,RandomForest,no,0.5195646939424281,14,median,4.009290297193556,validation,24.42425075185308,0.5169559259316855,Age,Mental health (MH)
29,,RandomForest,no,0.553086230174584,14,median,3.775967845113082,generalization,22.098125035204035,0.553085807139874,Age,Mental health (MH)
30,,RandomForest,no,0.5447936903192637,15,median,3.6694711220158864,validation,21.943304291401123,0.542307024248859,Age,Mental health (MH)
31,,RandomForest,no,0.5560552492754416,15,median,3.763322894535313,generalization,21.95733586856441,0.5559331381542456,Age,Mental health (MH)
32,,RandomForest,no,0.5276161273871024,16,median,4.009162009819807,validation,24.05248443225229,0.5265603935043283,Age,Mental health (MH)
33,,RandomForest,no,0.5526402806036264,16,median,3.7809203773648714,generalization,22.120862680739855,0.5526259592348597,Age,Mental health (MH)
34,,RandomForest,no,0.4858697946455096,17,median,3.983950124688279,validation,25.164122134663337,0.4858302728966889,Age,Mental health (MH)
35,,RandomForest,no,0.5569179024007913,17,median,3.764926147704591,generalization,21.910716814371252,0.5568759655182616,Age,Mental health (MH)
36,,RandomForest,no,0.5439305641227463,18,median,3.70928994590671,validation,21.09485275074972,0.5400195464173825,Age,Mental health (MH)
37,,RandomForest,no,0.5560381772767251,18,median,3.766906545230875,generalization,21.95214245991281,0.5560381700531973,Age,Mental health (MH)
38,,RandomForest,no,0.5656933329198938,19,median,3.7299152119700745,validation,21.249025596009968,0.5650656112675512,Age,Mental health (MH)
39,,RandomForest,no,0.5529933383397143,19,median,3.7747964071856286,generalization,22.105958091816373,0.5529273907960461,Age,Mental health (MH)
40,,RandomForest,no,0.530348680613759,20,median,3.7782643391521193,validation,22.60336714214464,0.5303272834824158,Age,Mental health (MH)
41,,RandomForest,no,0.552678526900311,20,median,3.7803692614770457,generalization,22.12043021956088,0.5526347053632502,Age,Mental health (MH)
42,,RandomForest,no,0.5201330805101096,21,median,3.794074812967581,validation,21.235834972568576,0.5201182523875736,Age,Mental health (MH)
43,,RandomForest,no,0.5551444608845345,21,median,3.760286427145709,generalization,21.997194606786426,0.5551270319442148,Age,Mental health (MH)
44,,RandomForest,no,0.5047925287607284,22,median,3.869901440076727,validation,24.020526545480763,0.5037364151150128,Age,Mental health (MH)
45,,RandomForest,no,0.5560584643863747,22,median,3.7572863257867097,generalization,21.951702597399773,0.5560470658667412,Age,Mental health (MH)
46,,RandomForest,no,0.5394666324032287,23,median,3.8249182669692594,validation,22.902310935939376,0.5384884480568158,Age,Mental health (MH)
47,,RandomForest,no,0.5556473769041157,23,median,3.764016252030842,generalization,21.97470952877512,0.5555817719040443,Age,Mental health (MH)
48,,RandomForest,no,0.4960902660352764,24,median,4.064879366432637,validation,25.437402997014928,0.4953019285762057,Age,Mental health (MH)
49,,RandomForest,no,0.5507533864594509,24,median,3.7872768569600095,generalization,22.213509167448287,0.5507522695094798,Age,Mental health (MH)
50,,RandomForest,no,0.5312411130778103,25,median,4.0880993288039305,validation,25.30423774702145,0.5299793976081197,Age,Mental health (MH)
51,,RandomForest,no,0.5521031022210745,25,median,3.7816259615652377,generalization,22.147353505036158,0.5520902067517997,Age,Mental health (MH)
52,,RandomForest,no,0.5572379000283847,26,median,3.8652276121882174,validation,21.91613690487721,0.5519530313395474,Age,Mental health (MH)
53,,RandomForest,no,0.5509415517735199,26,median,3.7869612065697975,generalization,22.211889182480537,0.5507850322109829,Age,Mental health (MH)
54,,RandomForest,no,0.5147875382066691,27,median,3.9876408977556115,validation,24.82141522194514,0.5134512367204148,Age,Mental health (MH)
55,,RandomForest,no,0.5538135631713432,27,median,3.7694441117764472,generalization,22.06420683832335,0.5537717713815484,Age,Mental health (MH)
56,,RandomForest,no,0.5751137559396533,28,median,3.7986935601817753,validation,21.754031074116146,0.5750915392494418,Age,Mental health (MH)
57,,RandomForest,no,0.5554084401007031,28,median,3.775830176830868,generalization,21.984904387594906,0.5553755902893822,Age,Mental health (MH)
58,,RandomForest,no,0.5193346892570934,29,median,4.056379052369079,validation,25.054289157107227,0.5187982588786468,Age,Mental health (MH)
59,,RandomForest,no,0.5557381306467908,29,median,3.771951097804392,generalization,21.969781185628747,0.5556814430976815,Age,Mental health (MH)
60,,RandomForest,no,0.5531723330318945,30,median,3.7418653366583534,validation,21.934651451371565,0.5525216452218923,Age,Mental health (MH)
61,,RandomForest,no,0.5540357665668172,30,median,3.7695918163672664,generalization,22.05394722155689,0.5539792626659419,Age,Mental health (MH)
62,,RandomForest,no,0.5849199675495598,31,median,3.4866932668329182,validation,18.912377097256854,0.5848506618468978,Age,Mental health (MH)
63,,RandomForest,no,0.5542354513848595,31,median,3.7734301397205585,generalization,22.041665664670656,0.5542276458239758,Age,Mental health (MH)
64,,RandomForest,no,0.5779993547026108,32,median,3.8492132058992183,validation,22.612168868513717,0.5778265287543654,Age,Mental health (MH)
65,,RandomForest,no,0.5548207975134436,32,median,3.7685942984397887,generalization,22.015172628764795,0.554763443034799,Age,Mental health (MH)
66,,RandomForest,no,0.5326930191235435,33,median,3.7620947630922696,validation,22.557085366583546,0.5326882440038103,Age,Mental health (MH)
67,,RandomForest,no,0.5558704170091651,33,median,3.768927145708583,generalization,21.9626930499002,0.5558247941038397,Age,Mental health (MH)
68,,RandomForest,no,0.4982283577402197,34,median,3.958072961002243,validation,23.894552004681906,0.4981298270739098,Age,Mental health (MH)
69,,RandomForest,no,0.5533011505478423,34,median,3.771139985966252,generalization,22.09062403410432,0.5532375079672873,Age,Mental health (MH)
70,,RandomForest,no,0.5571253221001299,35,median,3.845000479379055,validation,22.75695887287878,0.5568480093425274,Age,Mental health (MH)
71,,RandomForest,no,0.5535752270187015,35,median,3.7748779719097385,generalization,22.07547731002429,0.55354383648864,Age,Mental health (MH)
72,,RandomForest,no,0.5530992570674305,36,median,3.9569676758553953,validation,22.8982294442041,0.5529509032194719,Age,Mental health (MH)
73,,RandomForest,no,0.5535492347601687,36,median,3.7736611188690223,generalization,22.076530714399095,0.5535225323569468,Age,Mental health (MH)
74,,RandomForest,no,0.5714379192555304,37,median,3.8724588528678296,validation,22.931240618453867,0.5707082339352911,Age,Mental health (MH)
75,,RandomForest,no,0.5545377438585797,37,median,3.7720818363273456,generalization,22.026487632734533,0.5545346075178359,Age,Mental health (MH)
76,,RandomForest,no,0.5835713470701136,38,median,3.611531172069825,validation,20.55915762593516,0.5835515001509122,Age,Mental health (MH)
77,,RandomForest,no,0.5567319639556758,38,median,3.754780439121757,generalization,21.91908937325349,0.5567066382387268,Age,Mental health (MH)
78,,RandomForest,no,0.5560881626285892,39,median,3.684200291201431,validation,20.909877235206274,0.554506035136996,Age,Mental health (MH)
79,,RandomForest,no,0.5527719281168162,39,median,3.7746514473455264,generalization,22.113646087025728,0.5527719081852711,Age,Mental health (MH)
80,,RandomForest,no,0.5599193558023803,40,median,4.000905627143297,validation,23.32817872043024,0.5593813585780392,Age,Mental health (MH)
81,,RandomForest,no,0.5552863859385889,40,median,3.773710030863143,generalization,21.989532533348843,0.555281990311069,Age,Mental health (MH)
82,,RandomForest,no,0.5506801166424145,41,median,3.921536159600997,validation,23.206321556109728,0.5503483472030162,Age,Mental health (MH)
83,,RandomForest,no,0.5562101909364695,41,median,3.762259481037925,generalization,21.944339121756485,0.5561959853686684,Age,Mental health (MH)
84,,RandomForest,no,0.5202688082997511,42,median,3.907108700980338,validation,24.362859934848643,0.5202299130510248,Age,Mental health (MH)
85,,RandomForest,no,0.5558658788274491,42,median,3.762646608003296,generalization,21.962244093355626,0.5558338738357821,Age,Mental health (MH)
86,,RandomForest,no,0.5184750743489156,43,median,4.041766427943402,validation,24.542572794122208,0.5169501117800869,Age,Mental health (MH)
87,,RandomForest,no,0.5576649391228009,43,median,3.756101411866092,generalization,21.87199020105319,0.5576591755465186,Age,Mental health (MH)
88,,RandomForest,no,0.504044455714584,44,median,3.759388450894421,validation,22.16896276031552,0.5024797385302663,Age,Mental health (MH)
89,,RandomForest,no,0.5567645555146895,44,median,3.750480138684174,generalization,21.916541907417773,0.5567581583851643,Age,Mental health (MH)
90,,RandomForest,no,0.5402642223814436,45,median,3.8295162094763087,validation,22.62146142643391,0.5369064381682772,Age,Mental health (MH)
91,,RandomForest,no,0.5540619289934636,45,median,3.7686337325349295,generalization,22.049888626746508,0.5540613440018441,Age,Mental health (MH)
92,,RandomForest,no,0.5546619788224797,46,median,3.6493536833086058,validation,20.97539481133144,0.5545811889875967,Age,Mental health (MH)
93,,RandomForest,no,0.555953976997624,46,median,3.7630773682387497,generalization,21.95725616433742,0.5559347500987077,Age,Mental health (MH)
94,,RandomForest,no,0.5357236028110074,47,median,3.949156422992073,validation,23.666159775350327,0.5347877641019165,Age,Mental health (MH)
95,,RandomForest,no,0.545785437161842,47,median,3.8048481405201815,generalization,22.46187585048789,0.5457292824683999,Age,Mental health (MH)
96,,RandomForest,no,0.6117470942710184,48,median,3.725506234413965,validation,20.641510463840397,0.6116925118181259,Age,Mental health (MH)
97,,RandomForest,no,0.5564873939447553,48,median,3.762487025948104,generalization,21.930291736526947,0.5564800807759327,Age,Mental health (MH)
98,,RandomForest,no,0.5472955993082321,49,median,3.838623441396509,validation,22.413804768079807,0.5464190717272475,Age,Mental health (MH)
99,,RandomForest,no,0.5590191544989016,49,median,3.746639720558882,generalization,21.811196986027948,0.5588886622374074,Age,Mental health (MH)
100,,RandomForest,no,0.5015403635838493,50,median,3.979522439783412,validation,24.978503670399512,0.5002504156686263,Age,Mental health (MH)
101,,RandomForest,no,0.5575343159024087,50,median,3.7597504503613752,generalization,21.878640792316027,0.5575246734735355,Age,Mental health (MH)
102,,RandomForest,no,0.5039532030189067,51,median,3.9306733167082295,validation,23.907966004987532,0.5028460545458826,Age,Mental health (MH)
103,,RandomForest,no,0.5561093518315122,51,median,3.7621217564870264,generalization,21.952569453093812,0.5560295345100217,Age,Mental health (MH)
104,,RandomForest,no,0.5151256959852606,52,median,3.923828470436459,validation,22.778024904525186,0.5132452552624625,Age,Mental health (MH)
105,,RandomForest,no,0.5554055828846379,52,median,3.764485209743509,generalization,21.987770020497607,0.5553176355075307,Age,Mental health (MH)
106,,RandomForest,no,0.548023145999704,53,median,4.058538538670557,validation,24.20223153675428,0.5478969274777832,Age,Mental health (MH)
107,,RandomForest,no,0.5557429910443115,53,median,3.7726983015715914,generalization,21.967510871102782,0.5557273581145572,Age,Mental health (MH)
108,,RandomForest,no,0.5807983713641279,54,median,3.777745635910224,validation,20.988260029925183,0.5804559457503262,Age,Mental health (MH)
109,,RandomForest,no,0.5547917759570011,54,median,3.771003992015968,generalization,22.015360998003988,0.5547596334407108,Age,Mental health (MH)
110,,RandomForest,no,0.5670434922274177,55,median,3.995214932150411,validation,23.921919356567397,0.566670501917494,Age,Mental health (MH)
111,,RandomForest,no,0.5570645543091417,55,median,3.758792745904063,generalization,21.901940779539093,0.5570534527266686,Age,Mental health (MH)
112,,RandomForest,no,0.5501505687098219,56,median,3.7289850576980497,validation,21.21187586436053,0.5478645492372787,Age,Mental health (MH)
113,,RandomForest,no,0.5582720631998423,56,median,3.752686768104291,generalization,21.84220184648963,0.5582616175371942,Age,Mental health (MH)
114,,RandomForest,no,0.5687202635095165,57,median,3.656616412983352,validation,20.680801466289367,0.5686673609446253,Age,Mental health (MH)
115,,RandomForest,no,0.5551693546155759,57,median,3.7652120195532297,generalization,21.99690374679144,0.5551329143192891,Age,Mental health (MH)
116,,RandomForest,no,0.552767344267115,58,median,3.980397285237393,validation,24.061623666917647,0.5522458515872766,Age,Mental health (MH)
117,,RandomForest,no,0.5539593314965676,58,median,3.780107724720142,generalization,22.055163191373087,0.5539546707981665,Age,Mental health (MH)
118,,RandomForest,no,0.5228116145770533,59,median,3.9716508728179543,validation,23.934335281795512,0.518409633991001,Age,Mental health (MH)
119,,RandomForest,no,0.5549052826893279,59,median,3.771763473053892,generalization,22.01382726946108,0.5547906516855949,Age,Mental health (MH)
120,,RandomForest,no,0.5806763390527536,60,median,3.7688703053529142,validation,21.71994054775692,0.5802831481995279,Age,Mental health (MH)
121,,RandomForest,no,0.5545879660623214,60,median,3.772146560081593,generalization,22.02386904255893,0.5545875660884341,Age,Mental health (MH)
122,,RandomForest,no,0.480862048139426,61,median,4.176912063395105,validation,25.804950429858238,0.4801007063940078,Age,Mental health (MH)
123,,RandomForest,no,0.554981022784749,61,median,3.767019248996432,generalization,22.008669365002685,0.5548949655449924,Age,Mental health (MH)
124,,RandomForest,no,0.5134641184518365,62,median,3.7581645885286785,validation,22.785130773067326,0.5130160046509662,Age,Mental health (MH)
125,,RandomForest,no,0.5538776843111307,62,median,3.775772455089821,generalization,22.059721676646706,0.5538624796388043,Age,Mental health (MH)
126,,RandomForest,no,0.5608830580911159,63,median,3.697995012468828,validation,21.033397226932667,0.5608235031722281,Age,Mental health (MH)
127,,RandomForest,no,0.5567376634960202,63,median,3.76389620758483,generalization,21.917694123752494,0.556734855872738,Age,Mental health (MH)
128,,RandomForest,no,0.5783686589267568,64,median,3.798384039900249,validation,21.647858753117205,0.5771011280195197,Age,Mental health (MH)
129,,RandomForest,no,0.5566198973190764,64,median,3.7668103792415173,generalization,21.926372487025947,0.5565593439815018,Age,Mental health (MH)
130,,RandomForest,no,0.5065766342462099,65,median,3.862711229527097,validation,24.607773130937037,0.5024926539527197,Age,Mental health (MH)
131,,RandomForest,no,0.5517683053395681,65,median,3.771657430709317,generalization,22.163283684832148,0.5517680335613458,Age,Mental health (MH)
132,,RandomForest,no,0.5546221935759321,66,median,3.839984956005425,validation,22.957859943778214,0.5546191645463834,Age,Mental health (MH)
133,,RandomForest,no,0.5535671213530328,66,median,3.7751087760741258,generalization,22.074964698103667,0.5535542035918395,Age,Mental health (MH)
134,,RandomForest,no,0.5329876720370199,67,median,3.8461727354530986,validation,23.708310211389755,0.5324572764976871,Age,Mental health (MH)
135,,RandomForest,no,0.5552242874060862,67,median,3.767002086664737,generalization,21.992417589858032,0.5552236427046947,Age,Mental health (MH)
136,,RandomForest,no,0.5229958245462054,68,median,3.8619509834571732,validation,22.697908019167574,0.5229906858519398,Age,Mental health (MH)
137,,RandomForest,no,0.5558513241978513,68,median,3.761316949008636,generalization,21.962873301012202,0.5558211486913849,Age,Mental health (MH)
138,,RandomForest,no,0.5121473540559923,69,median,3.8726483790523685,validation,23.392729735660843,0.5095027534295662,Age,Mental health (MH)
139,,RandomForest,no,0.5575679835877028,69,median,3.761516966067864,generalization,21.881981189620763,0.5574571170196329,Age,Mental health (MH)
140,,RandomForest,no,0.5302071218892382,70,median,3.9975549083234627,validation,25.175039740858328,0.5272459054001972,Age,Mental health (MH)
141,,RandomForest,no,0.555358477949564,70,median,3.761338107943397,generalization,21.985765910530528,0.5553581667827818,Age,Mental health (MH)
142,,RandomForest,no,0.5344394285259839,71,median,3.9416636722214933,validation,24.01324562002331,0.5344272896644171,Age,Mental health (MH)
143,,RandomForest,no,0.5550237685500385,71,median,3.767191019043334,generalization,22.003353666642365,0.5550024706404881,Age,Mental health (MH)
144,,RandomForest,no,0.5506316674927931,72,median,3.77339650872818,validation,22.202759381546134,0.5505245296968662,Age,Mental health (MH)
145,,RandomForest,no,0.5535912685132705,72,median,3.7766257485029935,generalization,22.07392512175649,0.5535752280644305,Age,Mental health (MH)
146,,RandomForest,no,0.567876298704836,73,median,3.7530573566084793,validation,21.154008658354112,0.5678739366686721,Age,Mental health (MH)
147,,RandomForest,no,0.5563468734064749,73,median,3.7696696606786415,generalization,21.93790480239521,0.5563261135419577,Age,Mental health (MH)
148,,RandomForest,no,0.482772750153399,74,median,3.933576059850373,validation,24.416956528678302,0.4821269597268731,Age,Mental health (MH)
149,,RandomForest,no,0.5542794303881359,74,median,3.7631027944111777,generalization,22.040189321357282,0.5542575035055316,Age,Mental health (MH)
150,,RandomForest,no,0.5550920981552516,75,median,3.7938743624319775,validation,22.833022053053853,0.5550915974320865,Age,Mental health (MH)
151,,RandomForest,no,0.5532171772382453,75,median,3.7714953857349673,generalization,22.093011885090355,0.5531892158839365,Age,Mental health (MH)
152,,RandomForest,no,0.5361973440526824,76,median,4.033576059850374,validation,25.40736598503741,0.5361305866863469,Age,Mental health (MH)
153,,RandomForest,no,0.5532866907254426,76,median,3.7784750499001993,generalization,22.08839258283433,0.5532826370106629,Age,Mental health (MH)
154,,RandomForest,no,0.5815037664485421,77,median,3.5747231920199503,validation,20.269302184538653,0.5709135905924754,Age,Mental health (MH)
155,,RandomForest,no,0.5554853077057523,77,median,3.776079840319361,generalization,21.992232966067863,0.5552273765505317,Age,Mental health (MH)
156,,RandomForest,no,0.5518898317804333,78,median,3.7212035490827033,validation,21.193276093377076,0.5518744258102755,Age,Mental health (MH)
157,,RandomForest,no,0.5576611197050083,78,median,3.7639234338545102,generalization,21.872667991468454,0.5576454678606454,Age,Mental health (MH)
158,,RandomForest,no,0.5793802393334845,79,median,3.5814962593516206,validation,20.543031980049875,0.5740614410915283,Age,Mental health (MH)
159,,RandomForest,no,0.552982010329857,79,median,3.7841556886227545,generalization,22.112826586826344,0.5527884818207979,Age,Mental health (MH)
160,,RandomForest,no,0.5470758344166822,80,median,3.9030884069378193,validation,22.86739965262234,0.5466904959070953,Age,Mental health (MH)
161,,RandomForest,no,0.5521783203896109,80,median,3.7827901403408073,generalization,22.145704698832613,0.5521235523362085,Age,Mental health (MH)
162,,RandomForest,no,0.5481467438036504,81,median,3.708962509388378,validation,21.138025890246254,0.5462529260240181,Age,Mental health (MH)
163,,RandomForest,no,0.5525377586134289,81,median,3.771168658446869,generalization,22.1256519368769,0.5525291009476758,Age,Mental health (MH)
164,,RandomForest,no,0.5311595238811121,82,median,3.8769612122265458,validation,23.175005166510225,0.5265760743191006,Age,Mental health (MH)
165,,RandomForest,no,0.5562876639070773,82,median,3.7583989690969335,generalization,21.93982249194921,0.5562873300398361,Age,Mental health (MH)
166,,RandomForest,no,0.5980877841261355,83,median,3.5401349200709458,validation,20.027378344976853,0.5957000094344431,Age,Mental health (MH)
167,,RandomForest,no,0.5584191134896141,83,median,3.75134651695286,generalization,21.8345211664433,0.5584169522055451,Age,Mental health (MH)
168,,RandomForest,no,0.5128561276800845,84,median,3.747789036714098,validation,21.663235799265504,0.508595667626157,Age,Mental health (MH)
169,,RandomForest,no,0.5552459778662144,84,median,3.7719285878246636,generalization,21.99803978524852,0.5551099389895136,Age,Mental health (MH)
170,,RandomForest,no,0.5228103889978954,85,median,3.6898669756605273,validation,21.042429532011106,0.5203365665102798,Age,Mental health (MH)
171,,RandomForest,no,0.554032030205696,85,median,3.7723694709670528,generalization,22.057387537138645,0.553909685457063,Age,Mental health (MH)
172,,RandomForest,no,0.584058724178897,86,median,3.6846409949931584,validation,20.68871733076665,0.5839668766481351,Age,Mental health (MH)
173,,RandomForest,no,0.5528421848743359,86,median,3.776805607127821,generalization,22.113852095360585,0.5527677418567456,Age,Mental health (MH)
174,,RandomForest,no,0.5441572990416847,87,median,3.642945937694064,validation,21.13864113065317,0.5426703340896273,Age,Mental health (MH)
175,,RandomForest,no,0.5548468593291244,87,median,3.7675279573762785,generalization,22.014907029483336,0.5547688145352456,Age,Mental health (MH)
176,,RandomForest,no,0.5227916306045859,88,median,3.845700935046516,validation,23.35203743423141,0.5224574187552449,Age,Mental health (MH)
177,,RandomForest,no,0.55370733099336,88,median,3.776247237338727,generalization,22.07005937611316,0.5536534092038365,Age,Mental health (MH)
178,,RandomForest,no,0.5574720299893805,89,median,3.852640373912545,validation,22.669094173575115,0.556237654241919,Age,Mental health (MH)
179,,RandomForest,no,0.5571594321344877,89,median,3.7639479394103352,generalization,21.902338085782556,0.5570454175744177,Age,Mental health (MH)
