,Estimator,Permuted,ev,fold,imputation_strategy,mae,model_testing,mse,r2_score,target,variable
150,RandomForest,no,0.0632596732775147,75,median,5.849296707426722,validation,48.11656441898696,0.06243405875200792,Age,Early Life (EL)
151,RandomForest,no,0.02719465922690689,75,median,5.856290660197097,generalization,48.12949738397191,0.026625315864823973,Age,Early Life (EL)
152,RandomForest,no,0.008831006785833928,76,median,6.268018378496714,validation,54.49574453112563,0.005055893687251567,Age,Early Life (EL)
153,RandomForest,no,0.021452347329678708,76,median,5.866125397244638,generalization,48.42400783134673,0.02066911375864033,Age,Early Life (EL)
154,RandomForest,no,0.041493239414840836,77,median,5.879902899251313,validation,46.41868113283396,0.017350225706654232,Age,Early Life (EL)
155,RandomForest,no,0.02509540321569581,77,median,5.882910809355078,generalization,48.20554126109341,0.025087398602089417,Age,Early Life (EL)
156,RandomForest,no,0.039059291891946464,78,median,5.664343973233482,validation,45.44978261386057,0.0389777474281473,Age,Early Life (EL)
157,RandomForest,no,0.025779031660455483,78,median,5.87248357795581,generalization,48.19120545695586,0.025377327015695617,Age,Early Life (EL)
158,RandomForest,no,0.04881589185741742,79,median,5.73457194683007,validation,45.89201671458875,0.04847641361808519,Age,Early Life (EL)
159,RandomForest,no,0.025088348151256046,79,median,5.877471714785348,generalization,48.22019973894882,0.024790944410212342,Age,Early Life (EL)
160,RandomForest,no,0.06231933410553892,80,median,5.786125004544991,validation,47.30191605340748,0.06231541694530074,Age,Early Life (EL)
161,RandomForest,no,0.02409458193426661,80,median,5.883791201107664,generalization,48.2713273638581,0.023756935362712173,Age,Early Life (EL)
162,RandomForest,no,0.039816439976296025,81,median,5.672230489250718,validation,44.737768745463754,0.03966284411472931,Age,Early Life (EL)
163,RandomForest,no,0.023267732569798416,81,median,5.878421665209726,generalization,48.316338588479994,0.02284662486851929,Age,Early Life (EL)
164,RandomForest,no,0.034111892094599534,82,median,5.834545484588238,validation,47.788731396056974,0.02376164931668068,Age,Early Life (EL)
165,RandomForest,no,0.026619079105826948,82,median,5.854266180683675,generalization,48.17662235276824,0.025672256844675445,Age,Early Life (EL)
166,RandomForest,no,0.02059972425798573,83,median,5.853434918240174,validation,48.69083423663927,0.017060371886377882,Age,Early Life (EL)
167,RandomForest,no,0.022526799955469468,83,median,5.864388815301956,generalization,48.37002783593957,0.02176080936808911,Age,Early Life (EL)
168,RandomForest,no,0.049773537530153684,84,median,5.456283558133862,validation,42.1788849268326,0.04322295248034613,Age,Early Life (EL)
169,RandomForest,no,0.026287757256797658,84,median,5.878665311293111,generalization,48.15315906706736,0.026146780152610183,Age,Early Life (EL)
170,RandomForest,no,0.02114039847727189,85,median,5.422098004015071,validation,42.94185507122414,0.021137858033604684,Age,Early Life (EL)
171,RandomForest,no,0.02443132975019835,85,median,5.860179531094055,generalization,48.25612256644846,0.02406443836358252,Age,Early Life (EL)
172,RandomForest,no,0.03051272002575212,86,median,5.957711897985862,validation,48.328903898933355,0.02814541299065143,Age,Early Life (EL)
173,RandomForest,no,0.02342404282727395,86,median,5.869167754039742,generalization,48.297047167340295,0.02323677606433494,Age,Early Life (EL)
