Estimator,Permuted,Type,fold,group,model_testing,roc,target
RandomForest,no,Non-imaging,74,low vs high,validation,0.9166247484909456,Age
RandomForest,no,Non-imaging,74,low vs high,generalization,0.9276757820159214,Age
RandomForest,no,Non-imaging,75,low vs high,validation,0.914004914004914,Age
RandomForest,no,Non-imaging,75,low vs high,generalization,0.9206698823109066,Age
RandomForest,no,Non-imaging,76,low vs high,validation,0.9126304023845008,Age
RandomForest,no,Non-imaging,76,low vs high,generalization,0.9254606693594418,Age
RandomForest,no,Non-imaging,77,low vs high,validation,0.9192948717948718,Age
RandomForest,no,Non-imaging,77,low vs high,generalization,0.9221469871853528,Age
RandomForest,no,Non-imaging,78,low vs high,validation,0.919457128361238,Age
RandomForest,no,Non-imaging,78,low vs high,generalization,0.9188207779419004,Age
RandomForest,no,Non-imaging,79,low vs high,validation,0.9044265593561368,Age
RandomForest,no,Non-imaging,79,low vs high,generalization,0.9258315795436224,Age
RandomForest,no,Non-imaging,80,low vs high,validation,0.9383723828514456,Age
RandomForest,no,Non-imaging,80,low vs high,generalization,0.9258321241988122,Age
RandomForest,no,Non-imaging,81,low vs high,validation,0.940958605664488,Age
RandomForest,no,Non-imaging,81,low vs high,generalization,0.9210342566328108,Age
RandomForest,no,Non-imaging,82,low vs high,validation,0.9000631313131313,Age
RandomForest,no,Non-imaging,82,low vs high,generalization,0.9262003111070444,Age
RandomForest,no,Non-imaging,83,low vs high,validation,0.9130515732638242,Age
RandomForest,no,Non-imaging,83,low vs high,generalization,0.9236142882663844,Age
RandomForest,no,Non-imaging,84,low vs high,validation,0.9256605184446658,Age
RandomForest,no,Non-imaging,84,low vs high,generalization,0.9239851984505649,Age
RandomForest,no,Non-imaging,85,low vs high,validation,0.9454172876304024,Age
RandomForest,no,Non-imaging,85,low vs high,generalization,0.9184493231025302,Age
RandomForest,no,Non-imaging,86,low vs high,validation,0.9424151132868891,Age
RandomForest,no,Non-imaging,86,low vs high,generalization,0.9258304902332432,Age
RandomForest,no,Non-imaging,87,low vs high,validation,0.9328432905849232,Age
RandomForest,no,Non-imaging,87,low vs high,generalization,0.9228768251395406,Age
RandomForest,no,Non-imaging,88,low vs high,validation,0.9192027162977866,Age
RandomForest,no,Non-imaging,88,low vs high,generalization,0.9258321241988122,Age
RandomForest,no,Non-imaging,89,low vs high,validation,0.9453236517097996,Age
RandomForest,no,Non-imaging,89,low vs high,generalization,0.925095750382348,Age
RandomForest,no,Non-imaging,90,low vs high,validation,0.9333126550868488,Age
RandomForest,no,Non-imaging,90,low vs high,generalization,0.9206682483453376,Age
RandomForest,no,Non-imaging,91,low vs high,validation,0.8923230309072782,Age
RandomForest,no,Non-imaging,91,low vs high,generalization,0.9191835182982356,Age
RandomForest,no,Non-imaging,92,low vs high,validation,0.9574018877297568,Age
RandomForest,no,Non-imaging,92,low vs high,generalization,0.9195593303791236,Age
RandomForest,no,Non-imaging,93,low vs high,validation,0.9327347293854472,Age
RandomForest,no,Non-imaging,93,low vs high,generalization,0.9243577426003146,Age
RandomForest,no,Non-imaging,94,low vs high,validation,0.9383723828514456,Age
RandomForest,no,Non-imaging,94,low vs high,generalization,0.9228773697947305,Age
RandomForest,no,Non-imaging,95,low vs high,validation,0.9220321931589536,Age
RandomForest,no,Non-imaging,95,low vs high,generalization,0.9254601247042524,Age
RandomForest,no,Non-imaging,96,low vs high,validation,0.9050546448087432,Age
RandomForest,no,Non-imaging,96,low vs high,generalization,0.919186786229374,Age
RandomForest,no,Non-imaging,97,low vs high,validation,0.924998448457767,Age
RandomForest,no,Non-imaging,97,low vs high,generalization,0.9243561086347454,Age
RandomForest,no,Non-imaging,98,low vs high,validation,0.9451314236003232,Age
RandomForest,no,Non-imaging,98,low vs high,generalization,0.9221399066678868,Age
RandomForest,no,Non-imaging,99,low vs high,validation,0.917183622828784,Age
RandomForest,no,Non-imaging,99,low vs high,generalization,0.9210298993912934,Age
RandomForest,no,Non-imaging,0,low vs high,validation,0.6986315789473684,Fluid intelligence
RandomForest,no,Non-imaging,0,low vs high,generalization,0.7382585736486299,Fluid intelligence
RandomForest,no,Non-imaging,1,low vs high,validation,0.6732732732732732,Fluid intelligence
RandomForest,no,Non-imaging,1,low vs high,generalization,0.7505049654940246,Fluid intelligence
RandomForest,no,Non-imaging,2,low vs high,validation,0.7311436769829883,Fluid intelligence
RandomForest,no,Non-imaging,2,low vs high,generalization,0.7208010553387378,Fluid intelligence
RandomForest,no,Non-imaging,3,low vs high,validation,0.7197030497592295,Fluid intelligence
RandomForest,no,Non-imaging,3,low vs high,generalization,0.7296536093289439,Fluid intelligence
RandomForest,no,Non-imaging,4,low vs high,validation,0.6709744503862151,Fluid intelligence
RandomForest,no,Non-imaging,4,low vs high,generalization,0.7308915576815429,Fluid intelligence
RandomForest,no,Non-imaging,5,low vs high,validation,0.6959579948484248,Fluid intelligence
RandomForest,no,Non-imaging,5,low vs high,generalization,0.7291985532151427,Fluid intelligence
RandomForest,no,Non-imaging,6,low vs high,validation,0.7477106227106227,Fluid intelligence
RandomForest,no,Non-imaging,6,low vs high,generalization,0.7407462137374101,Fluid intelligence
RandomForest,no,Non-imaging,7,low vs high,validation,0.6599916995227224,Fluid intelligence
RandomForest,no,Non-imaging,7,low vs high,generalization,0.7402471199351766,Fluid intelligence
RandomForest,no,Non-imaging,8,low vs high,validation,0.6895367903258866,Fluid intelligence
RandomForest,no,Non-imaging,8,low vs high,generalization,0.7322371537169766,Fluid intelligence
RandomForest,no,Non-imaging,9,low vs high,validation,0.6228701825557809,Fluid intelligence
RandomForest,no,Non-imaging,9,low vs high,generalization,0.7289069258561905,Fluid intelligence
RandomForest,no,Non-imaging,10,low vs high,validation,0.7231252493019545,Fluid intelligence
RandomForest,no,Non-imaging,10,low vs high,generalization,0.7380550216665428,Fluid intelligence
RandomForest,no,Non-imaging,11,low vs high,validation,0.7322003218020918,Fluid intelligence
RandomForest,no,Non-imaging,11,low vs high,generalization,0.7245305582413109,Fluid intelligence
RandomForest,no,Non-imaging,12,low vs high,validation,0.7862895207794791,Fluid intelligence
RandomForest,no,Non-imaging,12,low vs high,generalization,0.7332832934710702,Fluid intelligence
RandomForest,no,Non-imaging,13,low vs high,validation,0.6864969288686349,Fluid intelligence
RandomForest,no,Non-imaging,13,low vs high,generalization,0.7477736501959187,Fluid intelligence
RandomForest,no,Non-imaging,14,low vs high,validation,0.6980088495575221,Fluid intelligence
RandomForest,no,Non-imaging,14,low vs high,generalization,0.7260395830315937,Fluid intelligence
RandomForest,no,Non-imaging,15,low vs high,validation,0.7425619834710744,Fluid intelligence
RandomForest,no,Non-imaging,15,low vs high,generalization,0.7351279833087374,Fluid intelligence
RandomForest,no,Non-imaging,16,low vs high,validation,0.7407920792079209,Fluid intelligence
RandomForest,no,Non-imaging,16,low vs high,generalization,0.7430782539937291,Fluid intelligence
RandomForest,no,Non-imaging,17,low vs high,validation,0.6872309899569584,Fluid intelligence
RandomForest,no,Non-imaging,17,low vs high,generalization,0.7370127963736431,Fluid intelligence
RandomForest,no,Non-imaging,18,low vs high,validation,0.7030813721579577,Fluid intelligence
RandomForest,no,Non-imaging,18,low vs high,generalization,0.7324886578486904,Fluid intelligence
RandomForest,no,Non-imaging,19,low vs high,validation,0.6789620202823623,Fluid intelligence
RandomForest,no,Non-imaging,19,low vs high,generalization,0.7227338205532701,Fluid intelligence
RandomForest,no,Non-imaging,20,low vs high,validation,0.7922640382317802,Fluid intelligence
RandomForest,no,Non-imaging,20,low vs high,generalization,0.7339262437221828,Fluid intelligence
RandomForest,no,Non-imaging,21,low vs high,validation,0.7336663336663336,Fluid intelligence
RandomForest,no,Non-imaging,21,low vs high,generalization,0.7428061989407468,Fluid intelligence
RandomForest,no,Non-imaging,22,low vs high,validation,0.760960960960961,Fluid intelligence
RandomForest,no,Non-imaging,22,low vs high,generalization,0.7439247562269291,Fluid intelligence
RandomForest,no,Non-imaging,23,low vs high,validation,0.7614994026284349,Fluid intelligence
RandomForest,no,Non-imaging,23,low vs high,generalization,0.7367612922419294,Fluid intelligence
RandomForest,no,Non-imaging,24,low vs high,validation,0.6660884218873909,Fluid intelligence
RandomForest,no,Non-imaging,24,low vs high,generalization,0.7382067070378098,Fluid intelligence
RandomForest,no,Non-imaging,25,low vs high,validation,0.7359959555106168,Fluid intelligence
RandomForest,no,Non-imaging,25,low vs high,generalization,0.7406141006721129,Fluid intelligence
RandomForest,no,Non-imaging,26,low vs high,validation,0.7386003172085647,Fluid intelligence
RandomForest,no,Non-imaging,26,low vs high,generalization,0.7370568340620754,Fluid intelligence
RandomForest,no,Non-imaging,27,low vs high,validation,0.7217717717717717,Fluid intelligence
RandomForest,no,Non-imaging,27,low vs high,generalization,0.7421074676176198,Fluid intelligence
RandomForest,no,Non-imaging,28,low vs high,validation,0.6897696617555509,Fluid intelligence
RandomForest,no,Non-imaging,28,low vs high,generalization,0.7393007989415297,Fluid intelligence
RandomForest,no,Non-imaging,29,low vs high,validation,0.7055972482801751,Fluid intelligence
RandomForest,no,Non-imaging,29,low vs high,generalization,0.7484048570634495,Fluid intelligence
RandomForest,no,Non-imaging,30,low vs high,validation,0.6938988095238094,Fluid intelligence
RandomForest,no,Non-imaging,30,low vs high,generalization,0.7349205168654561,Fluid intelligence
RandomForest,no,Non-imaging,31,low vs high,validation,0.6629870129870129,Fluid intelligence
RandomForest,no,Non-imaging,31,low vs high,generalization,0.7164168588014703,Fluid intelligence
RandomForest,no,Non-imaging,32,low vs high,validation,0.6963366336633663,Fluid intelligence
RandomForest,no,Non-imaging,32,low vs high,generalization,0.7312389661125094,Fluid intelligence
RandomForest,no,Non-imaging,33,low vs high,validation,0.7353955375253549,Fluid intelligence
RandomForest,no,Non-imaging,33,low vs high,generalization,0.7314620904005668,Fluid intelligence
RandomForest,no,Non-imaging,34,low vs high,validation,0.6833333333333335,Fluid intelligence
RandomForest,no,Non-imaging,34,low vs high,generalization,0.7408176526542004,Fluid intelligence
RandomForest,no,Non-imaging,35,low vs high,validation,0.7250453720508166,Fluid intelligence
RandomForest,no,Non-imaging,35,low vs high,generalization,0.7362661129008897,Fluid intelligence
RandomForest,no,Non-imaging,36,low vs high,validation,0.7096622889305815,Fluid intelligence
RandomForest,no,Non-imaging,36,low vs high,generalization,0.7365694836434239,Fluid intelligence
RandomForest,no,Non-imaging,37,low vs high,validation,0.7013142174432497,Fluid intelligence
RandomForest,no,Non-imaging,37,low vs high,generalization,0.7385100777803439,Fluid intelligence
RandomForest,no,Non-imaging,38,low vs high,validation,0.7757242757242757,Fluid intelligence
RandomForest,no,Non-imaging,38,low vs high,generalization,0.7483206961477786,Fluid intelligence
RandomForest,no,Non-imaging,39,low vs high,validation,0.7018302493966211,Fluid intelligence
RandomForest,no,Non-imaging,39,low vs high,generalization,0.7288110215569379,Fluid intelligence
RandomForest,no,Non-imaging,40,low vs high,validation,0.7119871279163315,Fluid intelligence
RandomForest,no,Non-imaging,40,low vs high,generalization,0.7390248294273535,Fluid intelligence
RandomForest,no,Non-imaging,41,low vs high,validation,0.7441964285714284,Fluid intelligence
RandomForest,no,Non-imaging,41,low vs high,generalization,0.7467793770526455,Fluid intelligence
RandomForest,no,Non-imaging,42,low vs high,validation,0.6778459372485921,Fluid intelligence
RandomForest,no,Non-imaging,42,low vs high,generalization,0.7347884038001589,Fluid intelligence
RandomForest,no,Non-imaging,43,low vs high,validation,0.7042939126870258,Fluid intelligence
RandomForest,no,Non-imaging,43,low vs high,generalization,0.7487679233391918,Fluid intelligence
RandomForest,no,Non-imaging,44,low vs high,validation,0.7414101290963258,Fluid intelligence
RandomForest,no,Non-imaging,44,low vs high,generalization,0.7359705710807436,Fluid intelligence
RandomForest,no,Non-imaging,45,low vs high,validation,0.6889540664147942,Fluid intelligence
RandomForest,no,Non-imaging,45,low vs high,generalization,0.7321931160285442,Fluid intelligence
RandomForest,no,Non-imaging,46,low vs high,validation,0.7071166020012252,Fluid intelligence
RandomForest,no,Non-imaging,46,low vs high,generalization,0.7432054739825338,Fluid intelligence
RandomForest,no,Non-imaging,47,low vs high,validation,0.7378611556982343,Fluid intelligence
RandomForest,no,Non-imaging,47,low vs high,generalization,0.7438288519276763,Fluid intelligence
RandomForest,no,Non-imaging,48,low vs high,validation,0.7241741741741741,Fluid intelligence
RandomForest,no,Non-imaging,48,low vs high,generalization,0.7268107318868096,Fluid intelligence
RandomForest,no,Non-imaging,49,low vs high,validation,0.6806298276886512,Fluid intelligence
RandomForest,no,Non-imaging,49,low vs high,generalization,0.7453378767179591,Fluid intelligence
RandomForest,no,Non-imaging,50,low vs high,validation,0.6912871287128712,Fluid intelligence
RandomForest,no,Non-imaging,50,low vs high,generalization,0.7362142462900695,Fluid intelligence
RandomForest,no,Non-imaging,51,low vs high,validation,0.7016516516516516,Fluid intelligence
RandomForest,no,Non-imaging,51,low vs high,generalization,0.7325326955371227,Fluid intelligence
RandomForest,no,Non-imaging,52,low vs high,validation,0.7347144006436042,Fluid intelligence
RandomForest,no,Non-imaging,52,low vs high,generalization,0.73547147727851,Fluid intelligence
RandomForest,no,Non-imaging,53,low vs high,validation,0.7254901960784312,Fluid intelligence
RandomForest,no,Non-imaging,53,low vs high,generalization,0.7338381683453181,Fluid intelligence
RandomForest,no,Non-imaging,54,low vs high,validation,0.7136110558759197,Fluid intelligence
RandomForest,no,Non-imaging,54,low vs high,generalization,0.7412854307668821,Fluid intelligence
RandomForest,no,Non-imaging,55,low vs high,validation,0.6916666666666667,Fluid intelligence
RandomForest,no,Non-imaging,55,low vs high,generalization,0.7337383495848714,Fluid intelligence
RandomForest,no,Non-imaging,56,low vs high,validation,0.6818181818181819,Fluid intelligence
RandomForest,no,Non-imaging,56,low vs high,generalization,0.7358824957038789,Fluid intelligence
RandomForest,no,Non-imaging,57,low vs high,validation,0.7255135920315418,Fluid intelligence
RandomForest,no,Non-imaging,57,low vs high,generalization,0.7332392557826377,Fluid intelligence
RandomForest,no,Non-imaging,58,low vs high,validation,0.6723201475712236,Fluid intelligence
RandomForest,no,Non-imaging,58,low vs high,generalization,0.7313426993341502,Fluid intelligence
RandomForest,no,Non-imaging,59,low vs high,validation,0.6662345432788193,Fluid intelligence
RandomForest,no,Non-imaging,59,low vs high,generalization,0.7393487510911558,Fluid intelligence
RandomForest,no,Non-imaging,60,low vs high,validation,0.7073195053849223,Fluid intelligence
RandomForest,no,Non-imaging,60,low vs high,generalization,0.7503092424343252,Fluid intelligence
RandomForest,no,Non-imaging,61,low vs high,validation,0.7210891089108913,Fluid intelligence
RandomForest,no,Non-imaging,61,low vs high,generalization,0.7363581027389484,Fluid intelligence
RandomForest,no,Non-imaging,62,low vs high,validation,0.7431691264459513,Fluid intelligence
RandomForest,no,Non-imaging,62,low vs high,generalization,0.7288589737065643,Fluid intelligence
RandomForest,no,Non-imaging,63,low vs high,validation,0.6609195402298852,Fluid intelligence
RandomForest,no,Non-imaging,63,low vs high,generalization,0.7403430242344292,Fluid intelligence
RandomForest,no,Non-imaging,64,low vs high,validation,0.7186813186813187,Fluid intelligence
RandomForest,no,Non-imaging,64,low vs high,generalization,0.7352160586856021,Fluid intelligence
RandomForest,no,Non-imaging,65,low vs high,validation,0.6224053724053724,Fluid intelligence
RandomForest,no,Non-imaging,65,low vs high,generalization,0.7462881121728,Fluid intelligence
RandomForest,no,Non-imaging,66,low vs high,validation,0.7465795384929549,Fluid intelligence
RandomForest,no,Non-imaging,66,low vs high,generalization,0.7136375913537378,Fluid intelligence
RandomForest,no,Non-imaging,67,low vs high,validation,0.6863553113553114,Fluid intelligence
RandomForest,no,Non-imaging,67,low vs high,generalization,0.7383065257982564,Fluid intelligence
RandomForest,no,Non-imaging,68,low vs high,validation,0.7002386160270432,Fluid intelligence
RandomForest,no,Non-imaging,68,low vs high,generalization,0.7286074695748503,Fluid intelligence
RandomForest,no,Non-imaging,69,low vs high,validation,0.702465834818776,Fluid intelligence
RandomForest,no,Non-imaging,69,low vs high,generalization,0.7273098256890431,Fluid intelligence
RandomForest,no,Non-imaging,70,low vs high,validation,0.7126068376068376,Fluid intelligence
RandomForest,no,Non-imaging,70,low vs high,generalization,0.7332911223934582,Fluid intelligence
RandomForest,no,Non-imaging,71,low vs high,validation,0.7150030744004919,Fluid intelligence
RandomForest,no,Non-imaging,71,low vs high,generalization,0.7355869538837326,Fluid intelligence
RandomForest,no,Non-imaging,72,low vs high,validation,0.7037537537537537,Fluid intelligence
RandomForest,no,Non-imaging,72,low vs high,generalization,0.7421955429944844,Fluid intelligence
RandomForest,no,Non-imaging,73,low vs high,validation,0.760992275698158,Fluid intelligence
RandomForest,no,Non-imaging,73,low vs high,generalization,0.735634906033359,Fluid intelligence
RandomForest,no,Non-imaging,74,low vs high,validation,0.6968582223105986,Fluid intelligence
RandomForest,no,Non-imaging,74,low vs high,generalization,0.7416083738153861,Fluid intelligence
RandomForest,no,Non-imaging,75,low vs high,validation,0.6843475597304473,Fluid intelligence
RandomForest,no,Non-imaging,75,low vs high,generalization,0.7174189608671315,Fluid intelligence
RandomForest,no,Non-imaging,76,low vs high,validation,0.7101587301587302,Fluid intelligence
RandomForest,no,Non-imaging,76,low vs high,generalization,0.7402989865459968,Fluid intelligence
RandomForest,no,Non-imaging,77,low vs high,validation,0.7090602696272799,Fluid intelligence
RandomForest,no,Non-imaging,77,low vs high,generalization,0.7418324767187421,Fluid intelligence
RandomForest,no,Non-imaging,78,low vs high,validation,0.7251705457463885,Fluid intelligence
RandomForest,no,Non-imaging,78,low vs high,generalization,0.7267148275875568,Fluid intelligence
RandomForest,no,Non-imaging,79,low vs high,validation,0.7364851485148515,Fluid intelligence
RandomForest,no,Non-imaging,79,low vs high,generalization,0.7387977906781021,Fluid intelligence
RandomForest,no,Non-imaging,80,low vs high,validation,0.7134619208590176,Fluid intelligence
RandomForest,no,Non-imaging,80,low vs high,generalization,0.7480731064772591,Fluid intelligence
RandomForest,no,Non-imaging,81,low vs high,validation,0.7212981744421907,Fluid intelligence
RandomForest,no,Non-imaging,81,low vs high,generalization,0.7534437472354119,Fluid intelligence
RandomForest,no,Non-imaging,82,low vs high,validation,0.67339618774339,Fluid intelligence
RandomForest,no,Non-imaging,82,low vs high,generalization,0.7360224376915638,Fluid intelligence
RandomForest,no,Non-imaging,83,low vs high,validation,0.6699896694214876,Fluid intelligence
RandomForest,no,Non-imaging,83,low vs high,generalization,0.7142443328388065,Fluid intelligence
RandomForest,no,Non-imaging,84,low vs high,validation,0.6995955510616785,Fluid intelligence
RandomForest,no,Non-imaging,84,low vs high,generalization,0.7398635027381656,Fluid intelligence
RandomForest,no,Non-imaging,85,low vs high,validation,0.6879464285714286,Fluid intelligence
RandomForest,no,Non-imaging,85,low vs high,generalization,0.7456813706877317,Fluid intelligence
RandomForest,no,Non-imaging,86,low vs high,validation,0.7359617682198327,Fluid intelligence
RandomForest,no,Non-imaging,86,low vs high,generalization,0.756622289724931,Fluid intelligence
RandomForest,no,Non-imaging,87,low vs high,validation,0.7413263283108644,Fluid intelligence
RandomForest,no,Non-imaging,87,low vs high,generalization,0.7368170733139436,Fluid intelligence
RandomForest,no,Non-imaging,88,low vs high,validation,0.692918630866981,Fluid intelligence
RandomForest,no,Non-imaging,88,low vs high,generalization,0.7401032634862974,Fluid intelligence
RandomForest,no,Non-imaging,89,low vs high,validation,0.6627063034400477,Fluid intelligence
RandomForest,no,Non-imaging,89,low vs high,generalization,0.7416602404262066,Fluid intelligence
RandomForest,no,Non-imaging,90,low vs high,validation,0.7276276276276276,Fluid intelligence
RandomForest,no,Non-imaging,90,low vs high,generalization,0.7405387472941287,Fluid intelligence
RandomForest,no,Non-imaging,91,low vs high,validation,0.6812334082091077,Fluid intelligence
RandomForest,no,Non-imaging,91,low vs high,generalization,0.7318936597472041,Fluid intelligence
RandomForest,no,Non-imaging,92,low vs high,validation,0.6737749546279492,Fluid intelligence
RandomForest,no,Non-imaging,92,low vs high,generalization,0.7397754273613009,Fluid intelligence
RandomForest,no,Non-imaging,93,low vs high,validation,0.6884722776226565,Fluid intelligence
RandomForest,no,Non-imaging,93,low vs high,generalization,0.748600580123149,Fluid intelligence
RandomForest,no,Non-imaging,94,low vs high,validation,0.6992492492492492,Fluid intelligence
RandomForest,no,Non-imaging,94,low vs high,generalization,0.7359187044699232,Fluid intelligence
RandomForest,no,Non-imaging,95,low vs high,validation,0.7393002028397566,Fluid intelligence
RandomForest,no,Non-imaging,95,low vs high,generalization,0.7269222940308382,Fluid intelligence
RandomForest,no,Non-imaging,96,low vs high,validation,0.7084826762246118,Fluid intelligence
RandomForest,no,Non-imaging,96,low vs high,generalization,0.7312389661125094,Fluid intelligence
RandomForest,no,Non-imaging,97,low vs high,validation,0.7165841584158417,Fluid intelligence
RandomForest,no,Non-imaging,97,low vs high,generalization,0.7394926075400352,Fluid intelligence
RandomForest,no,Non-imaging,98,low vs high,validation,0.7429429429429429,Fluid intelligence
RandomForest,no,Non-imaging,98,low vs high,generalization,0.7384582111695235,Fluid intelligence
RandomForest,no,Non-imaging,99,low vs high,validation,0.7099217495987159,Fluid intelligence
RandomForest,no,Non-imaging,99,low vs high,generalization,0.7334388933035312,Fluid intelligence
