Estimator,Permuted,Type,fold,group,model_testing,roc,target
RandomForest,no,Imaging,74,middle vs high,validation,0.6319615069615071,Age
RandomForest,no,Imaging,74,middle vs high,generalization,0.6763194788404873,Age
RandomForest,no,Imaging,75,middle vs high,validation,0.7290598290598291,Age
RandomForest,no,Imaging,75,middle vs high,generalization,0.6817209401243015,Age
RandomForest,no,Imaging,76,middle vs high,validation,0.6853876241099187,Age
RandomForest,no,Imaging,76,middle vs high,generalization,0.6810626348441474,Age
RandomForest,no,Imaging,77,middle vs high,validation,0.6696410097248087,Age
RandomForest,no,Imaging,77,middle vs high,generalization,0.689828378904009,Age
RandomForest,no,Imaging,78,middle vs high,validation,0.6633988566843848,Age
RandomForest,no,Imaging,78,middle vs high,generalization,0.6867949977193675,Age
RandomForest,no,Imaging,79,middle vs high,validation,0.6837657232704404,Age
RandomForest,no,Imaging,79,middle vs high,generalization,0.6838917385135872,Age
RandomForest,no,Imaging,80,middle vs high,validation,0.6275344488188976,Age
RandomForest,no,Imaging,80,middle vs high,generalization,0.6735022680400832,Age
RandomForest,no,Imaging,81,middle vs high,validation,0.6679849913801845,Age
RandomForest,no,Imaging,81,middle vs high,generalization,0.6797628142165957,Age
RandomForest,no,Imaging,82,middle vs high,validation,0.6533816425120774,Age
RandomForest,no,Imaging,82,middle vs high,generalization,0.6703051850110674,Age
RandomForest,no,Imaging,83,middle vs high,validation,0.6478082327330299,Age
RandomForest,no,Imaging,83,middle vs high,generalization,0.6833481644406014,Age
RandomForest,no,Imaging,84,middle vs high,validation,0.6618762475049901,Age
RandomForest,no,Imaging,84,middle vs high,generalization,0.679671868747499,Age
RandomForest,no,Imaging,85,middle vs high,validation,0.7246376811594203,Age
RandomForest,no,Imaging,85,middle vs high,generalization,0.6800447451707956,Age
RandomForest,no,Imaging,86,middle vs high,validation,0.6745497724124282,Age
RandomForest,no,Imaging,86,middle vs high,generalization,0.6844031318821234,Age
RandomForest,no,Imaging,87,middle vs high,validation,0.6481111793611793,Age
RandomForest,no,Imaging,87,middle vs high,generalization,0.6821833628556317,Age
RandomForest,no,Imaging,88,middle vs high,validation,0.6926083514743716,Age
RandomForest,no,Imaging,88,middle vs high,generalization,0.6843051906077117,Age
RandomForest,no,Imaging,89,middle vs high,validation,0.688419024439712,Age
RandomForest,no,Imaging,89,middle vs high,generalization,0.6793458642198138,Age
RandomForest,no,Imaging,90,middle vs high,validation,0.6526666666666667,Age
RandomForest,no,Imaging,90,middle vs high,generalization,0.6698392643770795,Age
RandomForest,no,Imaging,91,middle vs high,validation,0.7173214285714287,Age
RandomForest,no,Imaging,91,middle vs high,generalization,0.6833362715715656,Age
RandomForest,no,Imaging,92,middle vs high,validation,0.7142541273584906,Age
RandomForest,no,Imaging,92,middle vs high,generalization,0.6798607554910074,Age
RandomForest,no,Imaging,93,middle vs high,validation,0.6707335329341318,Age
RandomForest,no,Imaging,93,middle vs high,generalization,0.6717498188086424,Age
RandomForest,no,Imaging,94,middle vs high,validation,0.7214699244431361,Age
RandomForest,no,Imaging,94,middle vs high,generalization,0.6826695713250336,Age
RandomForest,no,Imaging,95,middle vs high,validation,0.6978216073005593,Age
RandomForest,no,Imaging,95,middle vs high,generalization,0.6689682866153454,Age
RandomForest,no,Imaging,96,middle vs high,validation,0.6922342924251322,Age
RandomForest,no,Imaging,96,middle vs high,generalization,0.6797341314148038,Age
RandomForest,no,Imaging,97,middle vs high,validation,0.6982305358948434,Age
RandomForest,no,Imaging,97,middle vs high,generalization,0.6848858424488676,Age
RandomForest,no,Imaging,98,middle vs high,validation,0.705510616784631,Age
RandomForest,no,Imaging,98,middle vs high,generalization,0.6893253805018511,Age
RandomForest,no,Imaging,99,middle vs high,validation,0.6824460576729179,Age
RandomForest,no,Imaging,99,middle vs high,generalization,0.6794438054942257,Age
RandomForest,no,Imaging,0,low vs high,validation,0.8772332506203474,Age
RandomForest,no,Imaging,0,low vs high,generalization,0.8656678779798086,Age
RandomForest,no,Imaging,1,low vs high,validation,0.8435171385991057,Age
RandomForest,no,Imaging,1,low vs high,generalization,0.8712021193622741,Age
RandomForest,no,Imaging,2,low vs high,validation,0.8431633688483005,Age
RandomForest,no,Imaging,2,low vs high,generalization,0.8619772944144521,Age
RandomForest,no,Imaging,3,low vs high,validation,0.8503565891472867,Age
RandomForest,no,Imaging,3,low vs high,generalization,0.8708339324540421,Age
RandomForest,no,Imaging,4,low vs high,validation,0.8466641865079365,Age
RandomForest,no,Imaging,4,low vs high,generalization,0.8638198629211818,Age
RandomForest,no,Imaging,5,low vs high,validation,0.8463087248322149,Age
RandomForest,no,Imaging,5,low vs high,generalization,0.8686188197975626,Age
RandomForest,no,Imaging,6,low vs high,validation,0.8581269782163471,Age
RandomForest,no,Imaging,6,low vs high,generalization,0.8712048426382226,Age
RandomForest,no,Imaging,7,low vs high,validation,0.8671679197994988,Age
RandomForest,no,Imaging,7,low vs high,generalization,0.8689859173954153,Age
RandomForest,no,Imaging,8,low vs high,validation,0.8436898030199466,Age
RandomForest,no,Imaging,8,low vs high,generalization,0.8564348832041412,Age
RandomForest,no,Imaging,9,low vs high,validation,0.8501634808853118,Age
RandomForest,no,Imaging,9,low vs high,generalization,0.8697261037982075,Age
RandomForest,no,Imaging,10,low vs high,validation,0.8960199004975125,Age
RandomForest,no,Imaging,10,low vs high,generalization,0.8623394901155976,Age
RandomForest,no,Imaging,11,low vs high,validation,0.8818897637795274,Age
RandomForest,no,Imaging,11,low vs high,generalization,0.8675088125209692,Age
RandomForest,no,Imaging,12,low vs high,validation,0.8818897637795277,Age
RandomForest,no,Imaging,12,low vs high,generalization,0.8700959246720086,Age
RandomForest,no,Imaging,13,low vs high,validation,0.8772286518611198,Age
RandomForest,no,Imaging,13,low vs high,generalization,0.8556974200772974,Age
RandomForest,no,Imaging,14,low vs high,validation,0.8820207286042326,Age
RandomForest,no,Imaging,14,low vs high,generalization,0.873046321834573,Age
RandomForest,no,Imaging,15,low vs high,validation,0.8567071272953628,Age
RandomForest,no,Imaging,15,low vs high,generalization,0.8726765009607719,Age
RandomForest,no,Imaging,16,low vs high,validation,0.8911691542288557,Age
RandomForest,no,Imaging,16,low vs high,generalization,0.8678835352914777,Age
RandomForest,no,Imaging,17,low vs high,validation,0.8426046511627907,Age
RandomForest,no,Imaging,17,low vs high,generalization,0.8534795841448695,Age
RandomForest,no,Imaging,18,low vs high,validation,0.8698256066530131,Age
RandomForest,no,Imaging,18,low vs high,generalization,0.8715713955808857,Age
RandomForest,no,Imaging,19,low vs high,validation,0.8245024875621891,Age
RandomForest,no,Imaging,19,low vs high,generalization,0.8708306645229038,Age
RandomForest,no,Imaging,20,low vs high,validation,0.9135044642857144,Age
RandomForest,no,Imaging,20,low vs high,generalization,0.8730430539034348,Age
RandomForest,no,Imaging,21,low vs high,validation,0.8443683409436834,Age
RandomForest,no,Imaging,21,low vs high,generalization,0.8678786333947706,Age
RandomForest,no,Imaging,22,low vs high,validation,0.855272952853598,Age
RandomForest,no,Imaging,22,low vs high,generalization,0.8571767035725023,Age
RandomForest,no,Imaging,23,low vs high,validation,0.8294768611670019,Age
RandomForest,no,Imaging,23,low vs high,generalization,0.8723088587077293,Age
RandomForest,no,Imaging,24,low vs high,validation,0.8199131513647642,Age
RandomForest,no,Imaging,24,low vs high,generalization,0.8652947891748692,Age
RandomForest,no,Imaging,25,low vs high,validation,0.877056331006979,Age
RandomForest,no,Imaging,25,low vs high,generalization,0.8582850768835265,Age
RandomForest,no,Imaging,26,low vs high,validation,0.8455334987593052,Age
RandomForest,no,Imaging,26,low vs high,generalization,0.8734106961564772,Age
RandomForest,no,Imaging,27,low vs high,validation,0.8455539675635371,Age
RandomForest,no,Imaging,27,low vs high,generalization,0.868612828590476,Age
RandomForest,no,Imaging,28,low vs high,validation,0.8108830845771144,Age
RandomForest,no,Imaging,28,low vs high,generalization,0.8645589600135947,Age
