Estimator,Permuted,Type,fold,group,model_testing,roc,target
RandomForest,no,Imaging & Non-imaging,80,low vs high,generalization,0.9310934668786198,Age
RandomForest,no,Imaging & Non-imaging,81,low vs high,validation,0.9228928571428572,Age
RandomForest,no,Imaging & Non-imaging,81,low vs high,generalization,0.9336432962415376,Age
RandomForest,no,Imaging & Non-imaging,82,low vs high,validation,0.9324882495371031,Age
RandomForest,no,Imaging & Non-imaging,82,low vs high,generalization,0.9369368837333392,Age
RandomForest,no,Imaging & Non-imaging,83,low vs high,validation,0.8844672657252888,Age
RandomForest,no,Imaging & Non-imaging,83,low vs high,generalization,0.9226845881921364,Age
RandomForest,no,Imaging & Non-imaging,84,low vs high,validation,0.9203091301222142,Age
RandomForest,no,Imaging & Non-imaging,84,low vs high,generalization,0.9212880876418734,Age
RandomForest,no,Imaging & Non-imaging,85,low vs high,validation,0.9457234497505346,Age
RandomForest,no,Imaging & Non-imaging,85,low vs high,generalization,0.9380752748535413,Age
RandomForest,no,Imaging & Non-imaging,86,low vs high,validation,0.9319250498717584,Age
RandomForest,no,Imaging & Non-imaging,86,low vs high,generalization,0.9370584696021432,Age
RandomForest,no,Imaging & Non-imaging,87,low vs high,validation,0.9439393939393941,Age
RandomForest,no,Imaging & Non-imaging,87,low vs high,generalization,0.93306663183521,Age
RandomForest,no,Imaging & Non-imaging,88,low vs high,validation,0.9410800797948132,Age
RandomForest,no,Imaging & Non-imaging,88,low vs high,generalization,0.9360566020431984,Age
RandomForest,no,Imaging & Non-imaging,89,low vs high,validation,0.9387974230493916,Age
RandomForest,no,Imaging & Non-imaging,89,low vs high,generalization,0.9394412052425049,Age
RandomForest,no,Imaging & Non-imaging,90,low vs high,validation,0.9312015503875968,Age
RandomForest,no,Imaging & Non-imaging,90,low vs high,generalization,0.9357074769056328,Age
RandomForest,no,Imaging & Non-imaging,91,low vs high,validation,0.945212311199772,Age
RandomForest,no,Imaging & Non-imaging,91,low vs high,generalization,0.9370278994408441,Age
RandomForest,no,Imaging & Non-imaging,92,low vs high,validation,0.9216750539180446,Age
RandomForest,no,Imaging & Non-imaging,92,low vs high,generalization,0.933021123981458,Age
RandomForest,no,Imaging & Non-imaging,93,low vs high,validation,0.9408560034183164,Age
RandomForest,no,Imaging & Non-imaging,93,low vs high,generalization,0.9335522805340328,Age
RandomForest,no,Imaging & Non-imaging,94,low vs high,validation,0.93675,Age
RandomForest,no,Imaging & Non-imaging,94,low vs high,generalization,0.9378626732772326,Age
RandomForest,no,Imaging & Non-imaging,95,low vs high,validation,0.9360572812767171,Age
RandomForest,no,Imaging & Non-imaging,95,low vs high,generalization,0.9365877585957736,Age
RandomForest,no,Imaging & Non-imaging,96,low vs high,validation,0.9332142857142856,Age
RandomForest,no,Imaging & Non-imaging,96,low vs high,generalization,0.9224264787620752,Age
RandomForest,no,Imaging & Non-imaging,97,low vs high,validation,0.9223363286264444,Age
RandomForest,no,Imaging & Non-imaging,97,low vs high,generalization,0.934068499394155,Age
RandomForest,no,Imaging & Non-imaging,98,low vs high,validation,0.8817476142999573,Age
RandomForest,no,Imaging & Non-imaging,98,low vs high,generalization,0.9182376718876798,Age
RandomForest,no,Imaging & Non-imaging,99,low vs high,validation,0.9262150220913108,Age
RandomForest,no,Imaging & Non-imaging,99,low vs high,generalization,0.9337343119490424,Age
